name,auditID,qualityType,auditDate,auditEnd,Date,Audit Standard,Address,SAM,Available in MI/SI?,Final QCR,Calculation completed,Date of Calculation,Missing Data,Minor - Observations,Major - Observations,Critical - Observations,Observations rating,Avg Rating Quality Documentation,Avg Rating Quality Monitoring,Avg Rat Facilities and Operations,Compliance Score,capaAdequacy,CAPA baseline,actionPlanSent,Initial NEW,Days,CAPA score,Observations DATA available,Rating DATA available,CAPA DATA available,Award,Award,Request to increase Score
Lablabo SAS,recTB8kWqBvXun14L,GMP_PACKAGING,28/07/2022,,28/07/2022,,"Technosite ALTEA, 269 Rue Georges Charpak, 
F-74100, Juvigny, 
France",,Yes,Missing/wrong Data,FALSE,,TRUE,10,2,0,43.3,67,67,60,64.20,NoAdequacy,Missing adequacy,25.08.2022,15.11.2022,68,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Sinopharm Weiqida Pharmaceutical Co. Ltd.,recbhlrEP95W7RCzs,GMP_API,01/08/2022,,01/08/2022,,"Central Avenue, 02nd Medical Par Datong City Economy Development Zone, 
37300, Datong, Shanxi Province, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,3,0,0,85.7,34,67,60,55.95,NoAdequacy,Missing adequacy,22.08.2022,22.09.2022,17,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Cytec Industries Inc,recT3eVvNKiqulRuW,GMP_API,02/08/2022,,02/08/2022,,"1 Heilman Ave, 
WV 26134, Belmont, 
West Virginia, 
United States",Laura Lopez,Yes,Missing/wrong Data,FALSE,,TRUE,4,1,0,69.2,34,41,27,33.65,NoAdequacy,Missing adequacy,06.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
MacFarlan Smith – Annan (now trading as Veranova),recLmOjlQ1ezujqYP,GMP_API,02/08/2022,,02/08/2022,,"Three Trees Road, 
DG12 5QH, Newbie, Annan, 
Dumfriesshire, 
United Kingdom",Victoria Holmberg,Yes,Missing/wrong Data,FALSE,,TRUE,5,0,0,77.4,75,74,67,71.45,NoAdequacy,Missing adequacy,25.10.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Swati Spentose Pvt. Ltd.,recUTu8kBb4iH9i2T,GMP_API,03/08/2022,,03/08/2022,,"Industrial Area Rd, Phase 3, GIDC, Gujarat, 
396195, Gujarat, 
Plot No. A1/2102 & 2103, A-1, 2,, 
India",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,3,3,0,52.7,59,67,67,65.00,NoAdequacy,Missing adequacy,31.08.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Tateyama Kasei Co., Ltd",recTGBkAdhtEmegyO,GMP_API,04/08/2022,,04/08/2022,,"1133 Ohgo, Imizu-shi,, 
939-0302, Toyama, 
s, 
Japan",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,92,74,74,78.50,NoAdequacy,Missing adequacy,25.08.2022,05.09.2022,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Gava Airfarm Logistics FZCO,recuSOBDx5WjcFrcH,GDP_DISTRIBUTION,04/08/2022,,04/08/2022,,"WAREHOUSE C20 & C15, AIRPORT FREE ZONE P. O. BOX NO. 60845, 
7978+W3, Dubai, 
United Arab Emirates",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,9,17,1,2.0,1,1,1,1.00,NoAdequacy,Missing adequacy,07.09.2022,07.03.2023,167,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Kisico Kirchner, Simon & Co. GmbH",recBSQbru5AVZ1DIR,GMP_PACKAGING,04/08/2022,,04/08/2022,,"Rieslingstraße 41, 
65375, Oestrich-Winkel, 
Germany",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,2,2,0,65.2,59,67,60,62.20,NoAdequacy,Missing adequacy,22.08.2022,12.09.2022,7,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Xinjiang Jinshuo Plant Additive Co., Ltd.",recmV6GCaScAhJY7Y,GMP_EXCIPIENTS,04/08/2022,,04/08/2022,,"Qingshui River North Road, Heshuo County, 
Xinjiang, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,2,3,0,55.4,59,60,Check,#VALUE!,NoAdequacy,Missing adequacy,29.08.2022,23.09.2022,11,Missing/Wrong CAPA data,TRUE,FALSE,FALSE,Not calculated,FALSE,FALSE
"Wuhan QR Pharmaceutical Co., Ltd.",recqrIcCW91ZetCra,GMP_API,05/08/2022,,05/08/2022,,"Miaoshan Plot, East Lake New Technology Development Zone, 
430223, Wuhan, 
Hubei Province, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,2,2,0,65.2,59,60,67,62.55,NoAdequacy,Missing adequacy,05.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
DPR Pharmaceuticals (PTY) Ltd t/a PRO Distributors,rec9uDwGOeAZNiwOO,GDP_DISTRIBUTION,08/08/2022,,08/08/2022,,"Units 2 & 3 Mirabel Industrial Park, 276 C/o Maple & Mirabel Roads, 
1619, Pomona, Kempton Park, 
South Africa",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,67,50,60.20,NoAdequacy,Missing adequacy,30.08.2022,10.11.2022,58,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Actavis Laboratories Ut, Inc. (Teva)",recgsqqkbooRRFfs6,GMP_FDF,09/08/2022,10/08/2022,09/08/2022 - 10/08/2022,,"575/577/579 Chipeta Way, 
84108, Salt Lake City, 
United States",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,42,41,34,38.45,NoAdequacy,Missing adequacy,01.09.2022,17.10.2022,32,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Cornileus Pharmaceuticals Pvt Ltd,recIhatIKyi4q3wVF,GMP_FDF,09/08/2022,10/08/2022,09/08/2022 - 10/08/2022,,"Unit IV, SDF-II Visakhapatnam Special Economic Zone (VSEZ), Duvvada, Visakhapatnam, 
530 049, Visakhapatnam, Andhra Pradesh, 
India",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,5,7,1,12.4,1,34,21,20.55,NoAdequacy,Missing adequacy,09.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"SI Group, Inc.",recvF64pJXBWBQWfA,GMP_API,09/08/2022,,09/08/2022,EUGMP Part II / ICH Q7,"PO Box 1028, 725 Cannon Bridge Rd., 
29115, Orangeburg, 
United States",Laura Lopez,Yes,88.45,TRUE,,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,12.09.2022,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Hangzhou Cobetter Filtration Equipment Co Ltd,recKXGxGsjFVybL8x,ISO_9001,09/08/2022,,09/08/2022,,"Cobetter Park, Heshang New Material Industry Park, 
311265, Hangzhou, 
Xiaoshan District, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,1,1,0,80.8,67,60,67,64.55,NoAdequacy,Missing adequacy,23.08.2022,16.09.2022,10,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
TECHNO DRUGS & INTERMEDIATES PVT LT,recKrFlBNuimjXA9g,GMP_API,09/08/2022,,09/08/2022,,"C-1/B GIDC PANOLI, DIST BHARUCH, 1914, 
400053, Gujarat, 
India",Victoria,Yes,Missing/wrong Data,FALSE,,TRUE,6,1,0,62.5,67,67,60,64.20,NoAdequacy,Missing adequacy,08.09.2022,13.11.2022,52,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Aarti Pharmalabs Limited - Unit IV,recsDOM2BoO9zBbs0,GMP_API,09/08/2022,,09/08/2022,,"Plot No. E-50, MIDC, Tarapur, Tal & Dist: Palghar,, 
401506, Tarapur, 
Maharashtra, 
India",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,59,67,67,65.00,NoAdequacy,Missing adequacy,01.09.2022,07.09.2022,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Zhejiang Raybow Pharmaceutical Co. Ltd.,recKcPqqgvA978FK2,GMP_API,09/08/2022,,09/08/2022,,"No. 18 Nanyangsan Road, Linhai, 
317036, Taizhou, Zhejiang, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,60,60,61.75,NoAdequacy,Missing adequacy,29.08.2022,09.09.2022,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Concept life sciences ltd,recYsgjSVtqxnsGO3,GMP_LABORATORY,10/08/2022,,10/08/2022,,"Unit 69, Listerhills Science Park, 
BD7 1HR, Bradford, 
United Kingdom",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,59,67,Check,#VALUE!,NoAdequacy,Missing adequacy,08.09.2022,17.10.2022,25,Missing/Wrong CAPA data,TRUE,FALSE,FALSE,Not calculated,FALSE,FALSE
"Hayashibara Co., Ltd.",recWcICmHzrRGSpIG,ISO_9001,10/08/2022,,10/08/2022,"ISO 9001:2015 - Quality management systems, as applicable to the manufacturing of process
aids for a medicinal product","675-1 Fujisaki, Naka-ku, 
702-8006, Okayama, 
Japan",Chieh Huang,Yes,91.76,TRUE,,FALSE,0,0,0,100.0,84,67,80,76.45,No CAPA needed,No CAPA needed,25.08.2022,07.09.2022,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Pharmadox Healthcare Ltd.,recjFzsqRR6JYVgMs,GMP_FDF,10/08/2022,,10/08/2022,,"KW20A Corradino Industrial Estate, 
PLA3000, Raħal Ġdid, Paola, 
Malta",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,67,74,67,69.45,NoAdequacy,Missing adequacy,19.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Lifecome Biochemistry Co., Ltd.",recZfYmXCIUyBJOSK,GMP_API,11/08/2022,12/08/2022,11/08/2022 - 12/08/2022,,"No. 19, Nanpu Ecological Industrial Pucheng Park, County Nanping, 
353400, Pucheng, 
Fujian, 
China",Chieh Huang,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,NoAdequacy,Missing adequacy,22.08.2022,27.08.2022,0,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Panaxia Pharmaceutical Industries Ltd.,recSrXlVZy5SrnATh,GMP_API,11/08/2022,,11/08/2022,,"1 Bat Sheva Street, 
Lod, 
Israel",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,7,1,0,59.4,59,60,54,57.35,NoAdequacy,Missing adequacy,30.08.2022,12.09.2022,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
BioChem laboratory for biological and chemical analysis GmbH,recdjdBbJ7M0OmZNm,GMP_LABORATORY,11/08/2022,,11/08/2022,EUGMP Part I,"Daimlerstraße 5B, 
76185, Karlsruhe, 
Germany",Nicolina Guasch,Yes,89.15,TRUE,,FALSE,0,0,0,100.0,75,67,67,69.00,No CAPA needed,No CAPA needed,22.08.2022,24.08.2022,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Hetero Drugs Limited (Unit 1),recmYITUhFE4XAxRF,GMP_API,13/08/2022,,13/08/2022,,"S.Nos. 213,214 and 255, Bonthapally Village, Gummadidala Mandal, Sangareddy District, 
502313, Bonthapally, 
Telangana, 
India",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,67,67,60,64.20,NoAdequacy,Missing adequacy,07.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Nouryon Chemicals S.A. de C.V.,recweEE8l7XeX4BNH,GMP_API,15/08/2022,,15/08/2022,,"Av. Morelos No. 49, Col. Tecamachalco, 
56500,, Los Reyes La Paz, 
Mexico",Victoria Holmberg,Yes,Missing/wrong Data,FALSE,,TRUE,1,3,0,58.3,50,54,60,55.40,NoAdequacy,Missing adequacy,04.10.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
SPI Pharma Inc.,recTGz8yr5uEfkF0g,GMP_API,16/08/2022,,16/08/2022,EUGMP Part II / ICH Q7,"40 Cape Henlopen Drive, 
19958, Lewes, 
Delaware, 
United States",Ania Jaworska,Yes,93.28,TRUE,,FALSE,0,0,0,100.0,100,60,87,80.80,No CAPA needed,No CAPA needed,15.09.2022,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Zydus Lifesciences Limited - Unit 1 (former Cadila),recLA1uj3M9gDZPax,GMP_API,16/08/2022,,16/08/2022,,"Plot N° 291, G.I.D.C, Bharuch District, 
393002, Ankleshwar, 
Gujarat, 
India",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,6,0,0,73.5,67,67,67,67.00,NoAdequacy,Missing adequacy,31.08.2022,24.09.2022,10,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Sasol Germany GmbH,recLI6Rw2AbOnM2Tq,"GMP_EXCIPIENTS, GMP_API",17/08/2022,,17/08/2022,,"Paul-Baumann-Straße 1, 
45772, Marl, 
Germany",Anne Germer,Yes,55.75,TRUE,,FALSE,3,2,0,61.9,50,74,47,57.20,Acceptable,55,13.10.2022,05.12.2022,39,45.23,TRUE,TRUE,TRUE,Bronze,TRUE,FALSE
"Nordmann, Rassmann GmbH",rec94DwcZNBjqlWAS,GDP_DISTRIBUTION,17/08/2022,,17/08/2022,,"Kajen 2, 
20459, Hamburg, 
Germany",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,3,1,0,72.9,23,67,34,42.80,NoAdequacy,Missing adequacy,08.09.2022,14.09.2022,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Zentrallaboratorium Deutscher Apotheker GmbH,recI1FifX6rqwd0Vr,GMP_LABORATORY,18/08/2022,,18/08/2022,,"Carl-Mannich-Straße 20, 
65760, Eschborn, 
Germany",Anne Germer,Yes,56.54,TRUE,,FALSE,4,1,0,69.2,59,67,67,65.00,Acceptable,55,09.09.2022,19.01.2023,118,30.44,TRUE,TRUE,TRUE,Bronze,TRUE,FALSE
CCL Specialty Cartons Sp. z o.o.,recqM5NYXPjnNavnK,GMP_PACKAGING,19/08/2022,,19/08/2022,,"Nadtorowa 12, 
72-200, Nowogard, 
Poland",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,4,6,0,30.7,42,56,60,54.10,NoAdequacy,Missing adequacy,08.09.2022,28.03.2023,187,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Inga Laboratories P. Ltd,rec0hwx4wty4yxq5R,GMP_API,19/08/2022,,19/08/2022,,"Plot No. B-1 (Pt), Phase II zone-A, MEPZ-Special Economic zone, NH-45, Tambaram, 
600045, Chennai, 
Tamil Nadu, 
India",Victoria,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,59,54,67,60.45,NoAdequacy,Missing adequacy,02.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Ata-Fen Veteriner Malzemeleri A.S,rec4wj80oLtZBBmXA,GMP_FDF,22/08/2022,23/08/2022,22/08/2022 - 23/08/2022,,"Osb Mah, 21. Sk. No:7/A, 35730 Kemalpasa Osb/Kemalpasa, 
35730, Izmir, 
Turkey",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,4,4,0,42.5,59,54,41,50.05,NoAdequacy,Missing adequacy,10.10.2022,04.11.2022,11,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Sterling Pharma Solutions Limited,recsmZyJJSrTEXbll,GMP_API,22/08/2022,,22/08/2022,,"Dudley, Cramlington, 
NE23 7QG, Northumberland, 
United Kingdom",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,67,54,60,59.65,NoAdequacy,Missing adequacy,07.09.2022,13.10.2022,22,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Granules India Limited,reclHzmGIOrn522Cy,GMP_FDF,23/08/2022,,23/08/2022,,"Plot No 15A/1, Phase - III, IDA, Jeedimetla, Qutubullapur Mandal, Medchal-Malkajgiri Dist, 
500055, Hyderabad, 
Telangana, 
India",Nicolina Guasch,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,59,67,67,65.00,NoAdequacy,Missing adequacy,20.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Salinen Austria AG,rec9pnxqagnuCUFGR,GMP_API,23/08/2022,,23/08/2022,,"Steinkogelstraße 30, 
4802, Ebensee am Traunsee, 
Austria",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,4,1,0,69.2,42,60,54,53.10,NoAdequacy,Missing adequacy,11.10.2022,21.10.2022,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Aarti Drugs Limited - Plot Nr. 21,recXlo6A4bVty9ZBj,GMP_API,23/08/2022,,23/08/2022,,"M.I.D.C. Tarapur Tal. Palghar District Thane, 
401506, Taraput, Maharashtra, 
India",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,50,67,54,57.55,NoAdequacy,Missing adequacy,12.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Wilhelm Bähren GmbH & Co. KG (Bahren-Pharma-Packaging),rec7xEJ5iZJnlU3ye,GMP_PACKAGING,23/08/2022,,23/08/2022,,"Mittelstraße 62, 
41236, Mönchengladbach, 
Germany",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,67,67,67.00,NoAdequacy,Missing adequacy,23.08.2022,21.10.2022,45,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Prasco Laboratories LLC,reccw5M3k19CjcJ0w,"GDP_DISTRIBUTION, GVP_COVIGILANCE",23/08/2022,24/08/2022,23/08/2022 - 24/08/2022,,"6125 Commerce Court, 
OH 45040, Mason, 
United States",Laura Lopez,Yes,Missing/wrong Data,FALSE,,TRUE,3,0,0,85.7,75,67,67,69.00,NoAdequacy,Missing adequacy,05.10.2022,29.11.2022,41,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
THI Total Healthcare Innovation GmbH,rec7HwZpSgLqQO4Y5,GMP_MED_DEV,24/08/2022,,24/08/2022,,"Gewerbestrasse 4, 
9181, Feistritz im Rosental, 
Austria",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,7,2,0,50.5,42,67,60,57.95,NoAdequacy,Missing adequacy,14.09.2022,06.10.2022,8,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Cambrex Karlskoga AB,recdapj3EvI09VvkN,GMP_API,24/08/2022,,24/08/2022,,"Karlskoga AB, 
69185, Karlskoga, 
Sweden",Victoria,Yes,Missing/wrong Data,FALSE,,TRUE,5,1,0,65.8,67,60,67,64.55,NoAdequacy,Missing adequacy,20.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Kores (India) Limited,recuYOs6jqfUxacdn,GMP_API,24/08/2022,,24/08/2022,,"No C7, 1B, TTC, MIDC Industrial Area, Pawne, 
400705, Navi Mumbai, 
Maharashtra, 
India",Victoria,Yes,Missing/wrong Data,FALSE,,TRUE,2,3,2,13.9,67,60,47,56.55,NoAdequacy,Missing adequacy,26.09.2022,28.10.2022,18,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Eirgen Pharma Limited,recVt3QdqOQgAPUjR,GMP_FDF,24/08/2022,,24/08/2022,,"Westside Business Park, Old Kilmeaden Road, 
Waterford, 
Ireland",Victoria,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,59,54,67,60.45,NoAdequacy,Missing adequacy,07.10.2022,15.11.2022,25,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
TSI Health Sciences (Jiangsu) Co. Ltd,rec01y33AqpsTdqAJ,GMP_FDF,24/08/2022,25/08/2022,24/08/2022 - 25/08/2022,,"1089 Nanyuan West, 
226200, Qidong, 
Jiangsu, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,4,3,0,50.0,42,54,60,53.40,NoAdequacy,Missing adequacy,13.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Mahendra Chemicals,rec2t5WCXIT76hzlO,GMP_API,25/08/2022,,25/08/2022,,"B-1, 217 & 218/2, Phase – II, 
382330, Gujarat, 
G.I.D.C. Estate, Naroda, Ahmedabad, 
India",Victoria,Yes,Missing/wrong Data,FALSE,,TRUE,3,5,0,38.0,34,34,47,39.20,NoAdequacy,Missing adequacy,08.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
GLS Germany GmbH & Co. OHG,rec4XMTqYytxQ7alq,GDP_DISTRIBUTION,25/08/2022,,25/08/2022,EC Guidelines of 5 November 2013 on Good Distribution Practice of medicinal products for human use (2013/C 343/01),"Piderits Bleiche 4, 
33689, Bielefeld, 
Germany",Anne Germer,Yes,87.49,TRUE,,FALSE,0,0,0,100.0,56,67,67,64.25,No CAPA needed,No CAPA needed,28.09.2022,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Evonik Industries AG,rechUBSdbWSW3SSBX,GMP_EXCIPIENTS,25/08/2022,,25/08/2022,,"Goldschmidtstraße 100, 
45127, Essen, 
Germany",Anne Germer,Yes,63.59,TRUE,,FALSE,3,1,0,72.9,67,67,,67.00,Good,85,07.09.2022,18.01.2023,119,46.81,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
Teikoku Seiyaku Co. Ltd.,recsZVHZ1NoLMSgeL,GMP_FDF,25/08/2022,26/08/2022,25/08/2022 - 26/08/2022,,"567 Sanbonmatsu, 
769-2695, Higashikagawa, 
Kagawa prefecture, 
Japan",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,60,60,61.75,NoAdequacy,Missing adequacy,26.09.2022,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Hubei Zhuxi Humanwell Pharmaceutical Co. Ltd,rec0AKhiuuL6YObH1,GMP_API,25/08/2022,,25/08/2022,,"Industry Park, 
430206, Hubei, 
Zhuxi county, Shiyan City, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,1,3,0,58.3,67,54,60,59.65,NoAdequacy,Missing adequacy,21.09.2022,24.10.2022,19,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
THI TOTAL HEALTHCARE INNOVATION SRL,recQeMZ8CLlqGm1MY,ISO_9001,26/08/2022,,26/08/2022,"ISO 9001:2015 - Quality management systems, as applicable to the storage and Distribution of Surgical Helmet - ViVi HPL Helmet","Via della Produzione 5, 
30, San Cesareo, Rome, 
Italy",Omar Taha,Yes,86.21,TRUE,,FALSE,0,0,0,100.0,59,67,56,60.60,No CAPA needed,No CAPA needed,19.09.2022,17.10.2022,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Northern Synthesis  SIA,recdj6gHAI3RcwhX3,GMP_API,29/08/2022,,29/08/2022,,"Kalnastr. 23, 
1003, Riga, 
Latvia",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,1,1,0,80.8,59,67,60,62.20,NoAdequacy,Missing adequacy,03.10.2022,08.11.2022,22,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
THI Medikal Sanayi Ticaret A. S.,recjfT6b6C1aklM9L,GMP_MED_DEV,29/08/2022,,29/08/2022,,"ITOB OSB Mahallesi Sokak No.60, 
10005, Menderes Izmir, 
Turkey",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,3,7,0,27.5,42,34,50,42.40,NoAdequacy,Missing adequacy,29.09.2022,19.10.2022,6,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Liveo Research Inc.,recd614l3VdINXAIx,GMP_PACKAGING,30/08/2022,,30/08/2022,,"1389 School House Road, 
DE 19720, New Castle, 
Delaware, 
United States",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,67,67,67,67.00,NoAdequacy,Missing adequacy,03.10.2022,24.02.2023,130,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Virchow Laboratories Ltd.,recwDG0V3DJfsvPL6,GMP_API,30/08/2022,,30/08/2022,,"Plot No 4 to 10, S.V. Co-op. Industrial Estate, I.D.A, Jeedimetla, 
500 055, Hyderabad, 
Telangana, 
India",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,6,2,0,53.1,59,60,67,62.55,NoAdequacy,Missing adequacy,13.09.2022,14.10.2022,17,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
trans-o-flex Netzwerk drei GmbH,recAVIF999RDr7OIO,GDP_DISTRIBUTION,30/08/2022,,30/08/2022,,"Nachtweide 3, 
77767, Appenweier, 
Germany",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,3,2,0,61.9,45,56,67,57.65,NoAdequacy,Missing adequacy,19.09.2022,27.03.2023,175,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Inner Mongolia Jingdong Pharmaceuticals Co., Ltd.",rec2R9ZDRBqNxegyr,GMP_API,31/08/2022,,31/08/2022,,"Bayin 1st Street, Bayin Ind. Park, Chahar Economic & Technological Development Zone, 
12216, Ulanqab, 
Inner Mongolia, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,4,6,0,30.7,59,54,54,55.25,NoAdequacy,Missing adequacy,09.09.2022,17.10.2022,24,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Ganahl AG,rectdK9or2jZE9TiC,GMP_PACKAGING,31/08/2022,,31/08/2022,,"Isenrietstrasse 22, 
8617, Mönchaltorf, 
Switzerland",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,3,1,0,72.9,42,67,60,57.95,NoAdequacy,Missing adequacy,14.09.2022,16.09.2022,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
