status,monographNumber,englishName,latinName,substance,certificateHolder,cepNumber,cepType,cepStatus,cepIssueDate,cepEndDate,closureDateLastProcedure
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,WATSON PHARMA PRIVATE LIMITED Mumbai IN,R1-CEP 1999-148 - Rev 05,Chemical,Withdrawn by Holder,24/07/2012,30/10/2017,25/07/2012
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,ZAKŁADY FARMACEUTYCZNE POLPHARMA S.A. Starogard Gdański PL,R0-CEP 2011-304 - Rev 00,Chemical,Withdrawn by Holder,03/04/2014,31/07/2015,03/04/2014
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate; Route I,CTX LIFESCIENCES PVT. LIMITED Surat IN,R1-CEP 2009-260 - Rev 02,Chemical,Valid,04/04/2018,,29/09/2023
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,TEVA PHARMACEUTICAL INDUSTRIES LTD Tel Aviv - Jaffa IL,R1-CEP 2001-240 - Rev 03,Chemical,Valid,04/02/2022,,22/09/2023
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,MSN LIFE SCIENCES PRIVATE LIMITED Bhiknoor Village IN,R0-CEP 2020-287 - Rev 01,Chemical,Valid,12/01/2023,,12/01/2023
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,IPCA Laboratories Limited Mumbai IN,R1-CEP 2003-091 - Rev 04,Chemical,Valid,16/03/2023,,16/03/2023
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2007-057 - Rev 04,Chemical,Valid,03/01/2024,,03/01/2024
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,Moehs Iberica S.L. Rubi ES,CEP 1996-021 - Rev 08,Chemical,Valid,28/02/2024,,28/02/2024
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,ZHEJIANG APELOA JIAYUAN PHARMACEUTICAL CO.; LTD. Dongyang City CN,CEP 2016-193 - Rev 01,Chemical,Valid,08/03/2024,,25/11/2024
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate; Site II,SUN PHARMACEUTICAL INDUSTRIES LIMITED Mumbai IN,CEP 2018-086 - Rev 02,Chemical,Valid,25/03/2024,,25/03/2024
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,MICROSIN S.R.L. Bucharest RO,CEP 2010-138 - Rev 01,Chemical,Valid,21/06/2024,,21/06/2024
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,SUN PHARMACEUTICAL INDUSTRIES LIMITED Mumbai IN,CEP 2000-056 - Rev 07,Chemical,Valid,26/06/2024,,26/06/2024
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,SOCIETÀ ITALIANA MEDICINALI SCANDICCI S.I.M.S. S.R.L Reggello IT,CEP 2004-087 - Rev 02,Chemical,Valid,19/07/2024,,19/07/2024
In use,1028,Metoprolol tartrate,Metoprololi tartras,Metoprolol tartrate,TAPI NL B.V. Amsterdam NL,CEP 1998-074 - Rev 13,Chemical,Valid,18/03/2025,,18/03/2025
In use,1029,Mexiletine hydrochloride,Mexiletini hydrochloridum,Mexiletine hydrochloride,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,R1-CEP 2014-057 - Rev 01,Chemical,Valid,11/01/2021,,28/02/2024
In use,1029,Mexiletine hydrochloride,Mexiletini hydrochloridum,Mexiletine hydrochloride,BIOPHORE INDIA PHARMACEUTICALS PVT. LTD. Hyderabad IN,R0-CEP 2020-384 - Rev 00,Chemical,Valid,17/05/2022,,18/05/2022
In use,1029,Mexiletine hydrochloride,Mexiletini hydrochloridum,Mexiletine hydrochloride,HETERO DRUGS LIMITED Hyderabad IN,R0-CEP 2021-421 - Rev 00,Chemical,Valid,10/03/2023,,05/09/2024
In use,1029,Mexiletine hydrochloride,Mexiletini hydrochloridum,Mexiletine hydrochloride,AGC PHARMA CHEMICALS EUROPE S.L.U. Malgrat De Mar ES,CEP 2017-107 - Rev 03,Chemical,Valid,05/04/2024,,05/04/2024
Suppressed from the Ph. Eur.,103,Phenylmercuric borate,Phenylhydrargyri boras,,,,,,,,
In use,1030,Minocycline hydrochloride dihydrate,Minocyclini hydrochloridum dihydricum,Minocycline hydrochloride dihydrate,NIPPON KAYAKU CO.; LTD. Chiyoda-Ku JP,R0-CEP 1999-072 - Rev 02,Chemical,Withdrawn by Holder,20/08/2004,08/04/2005,08/04/2005
In use,1030,Minocycline hydrochloride dihydrate,Minocyclini hydrochloridum dihydricum,Minocycline hydrochloride dihydrate,Union Quimico Farmaceutica; S.A. (Uquifa S.A.) Barcelona ES,R1-CEP 1998-152 - Rev 02,Chemical,Valid,11/12/2009,,14/12/2009
In use,1030,Minocycline hydrochloride dihydrate,Minocyclini hydrochloridum dihydricum,Minocycline hydrochloride dihydrate; Micronised,HOVIONE FARMACIENCIA S.A. Loures PT,R0-CEP 2022-299 - Rev 00,Chemical,Valid,11/10/2022,,12/10/2022
In use,1030,Minocycline hydrochloride dihydrate,Minocyclini hydrochloridum dihydricum,Minocycline hydrochloride dihydrate,CIPAN - COMPANHIA INDUSTRIAL PRODUTORA DE ANTIBIOTICOS; S.A. Castanheira Do Ribatejo PT,R1-CEP 1999-002 - Rev 06,Chemical,Valid,02/12/2022,,02/12/2022
In use,1030,Minocycline hydrochloride dihydrate,Minocyclini hydrochloridum dihydricum,Minocycline hydrochloride dihydrate,CURIA ITALY S.R.L. Origgio IT,CEP 2000-107 - Rev 10,Chemical,Valid,27/02/2024,,31/01/2025
In use,1030,Minocycline hydrochloride dihydrate,Minocyclini hydrochloridum dihydricum,Minocycline hydrochloride dihydrate; Grade B,HOVIONE FARMACIENCIA S.A. Loures PT,CEP 1997-078 - Rev 09,Chemical,Valid,17/07/2024,,17/07/2024
In use,1030,Minocycline hydrochloride dihydrate,Minocyclini hydrochloridum dihydricum,Minocycline hydrochloride dihydrate,ZHEJIANG MEDICINE CO.; LTD. Shaoxing CN,CEP 2022-195 - Rev 00,Chemical,Valid,30/01/2025,,30/01/2025
In use,1031,Sodium picosulfate,Natrii picosulfas,Sodium picosulfate,Bidachem S.p.A. Fornovo San Giovanni IT,R1-CEP 2003-068 - Rev 00,Chemical,Valid,04/11/2009,,04/11/2009
In use,1031,Sodium picosulfate,Natrii picosulfas,Sodium picosulfate,DISHMAN CARBOGEN AMCIS LIMITED Ahmedabad IN,CEP 2020-021 - Rev 02,Chemical,Valid,15/07/2024,,15/07/2024
In use,1031,Sodium picosulfate,Natrii picosulfas,Sodium picosulfate,KREATIVE ORGANICS PRIVATE LIMITED Hyderabad IN,CEP 2014-020 - Rev 02,Chemical,Valid,20/09/2024,,20/09/2024
In use,1032,Omeprazole sodium,Omeprazolum natricum,Omeprazole sodium,DR. REDDY'S LABORATORIES LIMITED Hyderabad IN,R0-CEP 2005-132 - Rev 00,Chemical,Withdrawn by Holder,16/12/2005,31/07/2010,16/12/2005
In use,1032,Omeprazole sodium,Omeprazolum natricum,Omeprazole sodium,CIPLA LIMITED Mumbai IN,R1-CEP 2007-276 - Rev 02,Chemical,Valid,28/07/2014,,11/05/2015
In use,1032,Omeprazole sodium,Omeprazolum natricum,Omeprazole sodium,Sandoz Syntek Ilaç Hammaddeleri Sanayi Ve Ticaret A.S. Istanbul TR,R0-CEP 2016-224 - Rev 01,Chemical,Expired,05/02/2019,22/09/2022,19/12/2019
In use,1032,Omeprazole sodium,Omeprazolum natricum,Omeprazole sodium,ZHEJIANG JINHUA CONBA BIO-PHARM. CO.; LTD. Jinhua City CN,R0-CEP 2019-214 - Rev 01,Chemical,Valid,28/09/2022,,28/09/2022
In use,1032,Omeprazole sodium,Omeprazolum natricum,Omeprazole sodium,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2012-291 - Rev 02,Chemical,Valid,12/01/2024,,12/01/2024
In use,1032,Omeprazole sodium,Omeprazolum natricum,Omeprazole sodium,METROCHEM API PRIVATE LIMITED Hyderabad IN,CEP 2020-372 - Rev 02,Chemical,Valid,20/06/2024,,20/06/2024
In use,1032,Omeprazole sodium,Omeprazolum natricum,Omeprazole sodium,ESTEVE QUIMICA S.A. Barcelona ES,CEP 2013-322 - Rev 03,Chemical,Valid,10/09/2024,,10/09/2024
In use,1033,Orciprenaline sulfate,Orciprenalini sulfas,Orciprenaline sulfate,Boehringer Ingelheim Pharma GmbH & Co. KG Ingelheim Am Rhein DE,R0-CEP 2001-235 - Rev 01,Chemical,Expired,13/10/2004,04/11/2008,26/02/2007
In use,1033,Orciprenaline sulfate,Orciprenalini sulfas,Orciprenaline sulfate; Micronised (particle size 5 µm),Boehringer Ingelheim Pharma GmbH & Co. KG Ingelheim Am Rhein DE,R0-CEP 2001-236 - Rev 01,Chemical,Withdrawn by Holder,13/10/2004,15/06/2008,29/05/2008
In use,1033,Orciprenaline sulfate,Orciprenalini sulfas,Orciprenaline sulfate,Bidachem S.p.A. Fornovo San Giovanni IT,R1-CEP 2004-217 - Rev 00,Chemical,Valid,07/03/2012,,07/03/2012
In use,1034,Paraffin; hard,Paraffinum solidum,,,,,,,,
In use,1035,Phenylephrine,Phenylephrinum,Phenylephrine,Sintefina Industria E Comercio Ltda Diadema; Sao Paulo BR,R0-CEP 2001-333 - Rev 00,Chemical,Withdrawn by Holder,21/09/2005,07/06/2007,13/06/2007
In use,1035,Phenylephrine,Phenylephrinum,Phenylephrine,Boehringer Ingelheim Pharma GmbH & Co. KG Ingelheim Am Rhein DE,R1-CEP 2003-167 - Rev 00,Chemical,Withdrawn by Holder,20/07/2009,19/07/2023,17/06/2016
In use,1035,Phenylephrine,Phenylephrinum,Phenylephrine,MALLADI DRUGS AND PHARMACEUTICALS LIMITED Ranipet IN,CEP 2018-142 - Rev 03,Chemical,Valid,20/02/2025,,20/02/2025
Deleted from the work programme,1036,Phytomenadione,Phytomenadionum,,,,,,,,
In use,1037,Premixes for medicated feeding stuffs for veterinary use,Praeadmixta ad alimenta medicata ad usum veterinarium,,,,,,,,
In use,1038,Homoeopathic preparations,Praeparationes homoeopathicae,,,,,,,,
In use,1039,Propyl gallate,Propylis gallas,,,,,,,,
In use,104,Pilocarpine nitrate,Pilocarpini nitras,Pilocarpine nitrate,ANIDRO DO BRASIL EXTRACOES S.A. Parnaíba BR,R1-CEP 1999-006 - Rev 03,Chemical,Valid,07/10/2021,,07/10/2021
In use,104,Pilocarpine nitrate,Pilocarpini nitras,Pilocarpine nitrate,SOURCETECH QUIMICA LTDA. Pindamonhangaba BR,CEP 2002-202 - Rev 04,Chemical,Valid,04/03/2024,,04/03/2024
In use,1040,Sorbitan laurate,Sorbitani lauras,,,,,,,,
In use,1041,Sorbitan oleate,Sorbitani oleas,,,,,,,,
In use,1042,Sorbitan palmitate,Sorbitani palmitas,,,,,,,,
In use,1043,Sorbitan stearate,Sorbitani stearas,,,,,,,,
In use,1044,Sorbitan trioleate,Sorbitani trioleas,,,,,,,,
In use,1045,Sulpiride,Sulpiridum,Sulpiride,JIANGSU TASLY DIYI PHARMACEUTICAL CO.; LTD. Huai'an City CN,R1-CEP 2005-077 - Rev 02,Chemical,Valid,15/09/2017,,15/09/2017
In use,1045,Sulpiride,Sulpiridum,Sulpiride,ICROM S.R.L. Concorezzo IT,R1-CEP 2011-074 - Rev 03,Chemical,Valid,13/03/2023,,13/03/2023
In use,1045,Sulpiride,Sulpiridum,Sulpiride,OLON S.P.A. Rodano IT,CEP 1998-073 - Rev 10,Chemical,Valid,12/02/2025,,12/02/2025
In use,1046,Tamoxifen citrate,Tamoxifeni citras,Tamoxifen citrate; Micronised,AREVIPHARMA GMBH Radebeul DE,R1-CEP 2005-197 - Rev 01,Chemical,Withdrawn by Holder,17/05/2013,24/08/2017,17/05/2013
In use,1046,Tamoxifen citrate,Tamoxifeni citras,Tamoxifen citrate,EGIS Pharmaceuticals PLC Budapest HU,R1-CEP 1996-076 - Rev 05,Chemical,Withdrawn by Holder,06/06/2014,06/02/2018,06/06/2014
In use,1046,Tamoxifen citrate,Tamoxifeni citras,Tamoxifen citrate,EXCELLA GMBH & CO. KG Feucht DE,R1-CEP 1996-098 - Rev 09,Chemical,Valid,11/03/2020,,11/03/2020
In use,1046,Tamoxifen citrate,Tamoxifeni citras,Tamoxifen citrate,OLON S.P.A. Rodano IT,R2-CEP 1995-016 - Rev 05,Chemical,Valid,20/08/2020,,22/02/2024
In use,1046,Tamoxifen citrate,Tamoxifeni citras,Tamoxifen citrate,TEVA PHARMACEUTICAL INDUSTRIES LTD Tel Aviv - Jaffa IL,R1-CEP 1999-180 - Rev 06,Chemical,Valid,21/12/2021,,21/12/2021
In use,1046,Tamoxifen citrate,Tamoxifeni citras,Tamoxifen citrate; Micronised; Non-micronised,Chemische Fabrik Berg GmbH Bitterfeld-Wolfen DE,R1-CEP 2002-242 - Rev 05,Chemical,Valid,13/06/2022,,13/06/2022
In use,1046,Tamoxifen citrate,Tamoxifeni citras,Tamoxifen citrate; Micronised; Non-micronised [10102/3],Chemische Fabrik Berg GmbH Bitterfeld-Wolfen DE,CEP 2022-463 - Rev 01,Chemical,Valid,27/09/2024,,27/09/2024
In use,1046,Tamoxifen citrate,Tamoxifeni citras,Tamoxifen citrate; Milled A; Milled Z,EXCELLA GMBH & CO. KG Feucht DE,CEP 2021-495 - Rev 03,Chemical,Valid,11/03/2025,,11/03/2025
In use,1047,Technetium (99mTc) gluconate injection,Technetii (99mTc) gluconatis solutio iniectabilis,,,,,,,,
In use,1048,Testosterone enantate,Testosteroni enantas,Testosterone enantate,STEROID S.P.A. Cologno Monzese IT,R1-CEP 2012-306 - Rev 00,Chemical,Valid,15/03/2019,,15/03/2019
In use,1048,Testosterone enantate,Testosteroni enantas,Testosterone enantate,BAYER AG Leverkusen DE,R1-CEP 2001-155 - Rev 03,Chemical,Valid,24/09/2021,,24/09/2021
In use,1049,Threonine,Threoninum,Threonine,EVONIK REXIM S.A.S. Ham FR,R1-CEP 1998-084 - Rev 03,Chemical,Withdrawn by Holder,06/05/2008,24/02/2014,13/05/2008
In use,1049,Threonine,Threoninum,Threonine; Fermentation origin,EVONIK REXIM S.A.S. Ham FR,R1-CEP 2004-310 - Rev 02,Chemical,Valid,06/03/2014,,06/03/2014
In use,1049,Threonine,Threoninum,Threonine,KYOWA HAKKO BIO CO.; LTD. Tokyo JP,R1-CEP 1999-015 - Rev 02,Chemical,Valid,02/07/2014,,04/08/2023
In use,1049,Threonine,Threoninum,Threonine,SHANGHAI KYOWA AMINO ACID CO.; LTD. Shanghai CN,R1-CEP 2010-044 - Rev 00,Chemical,Valid,07/02/2017,,07/05/2024
In use,1049,Threonine,Threoninum,Threonine,Ajinomoto Co.; Inc. Tokyo JP,R1-CEP 1996-097 - Rev 07,Chemical,Valid,17/05/2018,,17/05/2018
In use,1049,Threonine,Threoninum,Threonine; SA,Ajinomoto Co.; Inc. Tokyo JP,R1-CEP 2013-004 - Rev 01,Chemical,Valid,12/03/2021,,12/03/2021
In use,1049,Threonine,Threoninum,Threonine; L-Threonine II,Ajinomoto Co.; Inc. Tokyo JP,R1-CEP 2014-204 - Rev 01,Chemical,Valid,27/09/2021,,27/09/2021
In use,1049,Threonine,Threoninum,Threonine,AMINO GMBH Frellstedt DE,R1-CEP 2004-277 - Rev 03,Chemical,Valid,25/08/2023,,25/08/2023
In use,105,Cascara,Rhamni purshianae cortex,,,,,,,,
In use,1050,Ticlopidine hydrochloride,Ticlopidini hydrochloridum,Ticlopidine hydrochloride,USV Limited Mumbai IN,R1-CEP 2002-039 - Rev 00,Chemical,Withdrawn by Holder,19/05/2008,10/08/2016,12/06/2008
In use,1050,Ticlopidine hydrochloride,Ticlopidini hydrochloridum,Ticlopidine hydrochloride,SHILPA MEDICARE LIMITED Raichur IN,R1-CEP 2005-004 - Rev 00,Chemical,Withdrawn by Holder,21/02/2011,29/09/2016,22/02/2011
In use,1050,Ticlopidine hydrochloride,Ticlopidini hydrochloridum,Ticlopidine hydrochloride,EUTICALS S.P.A. Rozzano IT,R1-CEP 2001-414 - Rev 02,Chemical,Withdrawn by Holder,03/03/2011,14/02/2017,04/03/2011
In use,1050,Ticlopidine hydrochloride,Ticlopidini hydrochloridum,Ticlopidine hydrochloride,RPG Life Sciences Limited Mumbai IN,R1-CEP 2003-066 - Rev 01,Chemical,Withdrawn by Holder,04/07/2013,09/06/2023,20/02/2017
In use,1050,Ticlopidine hydrochloride,Ticlopidini hydrochloridum,Ticlopidine hydrochloride,S.I.M.S. S.R.L. Reggello IT,R1-CEP 2002-106 - Rev 02,Chemical,Valid,09/02/2015,,06/06/2017
In use,1050,Ticlopidine hydrochloride,Ticlopidini hydrochloridum,Ticlopidine hydrochloride,Erregierre S.p.A. San Paolo D'Argon IT,R1-CEP 1999-081 - Rev 02,Chemical,Valid,17/07/2017,,18/01/2018
In use,1050,Ticlopidine hydrochloride,Ticlopidini hydrochloridum,Ticlopidine hydrochloride,Zhejiang Liaoyuan Pharmaceutical Co.; Ltd. Duqiao Town CN,R1-CEP 2004-109 - Rev 03,Chemical,Valid,03/05/2021,,03/05/2021
In use,1050,Ticlopidine hydrochloride,Ticlopidini hydrochloridum,Ticlopidine hydrochloride,TEVA PHARMACEUTICAL INDUSTRIES LTD Tel Aviv - Jaffa IL,R1-CEP 2001-379 - Rev 05,Chemical,Valid,04/01/2022,,04/01/2022
In use,1050,Ticlopidine hydrochloride,Ticlopidini hydrochloridum,Ticlopidine hydrochloride,AARTI DRUGS LIMITED Mumbai IN,CEP 2002-116 - Rev 03,Chemical,Valid,11/10/2023,,12/10/2023
In use,1050,Ticlopidine hydrochloride,Ticlopidini hydrochloridum,Ticlopidine hydrochloride,Sanofi Winthrop Industrie Gentilly FR,CEP 2000-052 - Rev 03,Chemical,Valid,07/02/2024,,07/02/2024
In use,1051,Tinidazole,Tinidazolum,Tinidazole,Zhejiang Supor Pharmaceuticals Co.; Ltd. Shaoxing CN,R1-CEP 2006-143 - Rev 02,Chemical,Valid,05/05/2020,,19/09/2024
In use,1052,Calcium phosphate,Tricalcii phosphas,Calcium phosphate; Product code TCP 110,ICL SPECIALTY PRODUCTS INC. St Louis US,R1-CEP 2006-255 - Rev 01,Chemical,Valid,20/04/2022,,20/04/2022
In use,1053,Trometamol,Trometamolum,,,,,,,,
In use,1054,Bearberry leaf,Uvae ursi folium,,,,,,,,
In use,1055,Typhoid vaccine (live; oral; strain Ty 21a),Vaccinum febris typhoidis vivum perorale (stirpis Ty 21a),,,,,,,,
In use,1056,Hepatitis B vaccine (rDNA),Vaccinum hepatitidis B (ADNr),,,,,,,,
In use,1057,Measles; mumps and rubella vaccine (live),Vaccinum morbillorum; parotitidis et rubellae vivum,,,,,,,,
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride,ABBOTT LABORATORIES Abbott Park US,R1-CEP 1997-063 - Rev 01,Chemical,Withdrawn by Holder,04/06/2009,10/08/2012,05/06/2009
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride,CKD BIO CORPORATION Ansan-si KR,R0-CEP 2017-265 - Rev 00,Chemical,Withdrawn by Holder,12/08/2019,08/04/2024,12/08/2019
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride,XELLIA PHARMACEUTICALS APS Copenhagen S DK,R1-CEP 2007-195 - Rev 02,Chemical,Valid,30/08/2019,,14/03/2024
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride; Lyophilised Process,ZHEJIANG MEDICINE CO.; LTD. Xinchang CN,R1-CEP 2008-246 - Rev 03,Chemical,Valid,04/10/2019,,31/01/2025
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride; Precipitated process,ZHEJIANG MEDICINE CO.; LTD. Xinchang CN,R1-CEP 2010-198 - Rev 03,Chemical,Valid,04/10/2019,,31/01/2025
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride,CONCORD BIOTECH LIMITED Ahmedabad IN,R1-CEP 2010-120 - Rev 01,Chemical,Valid,19/11/2019,,19/11/2019
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride,XELLIA PHARMACEUTICALS APS Copenhagen S DK,R1-CEP 1996-006 - Rev 10,Chemical,Valid,03/12/2019,,20/08/2024
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride; Sterile,XELLIA PHARMACEUTICALS APS Copenhagen S DK,R1-CEP 2006-245 - Rev 02,Chemical,Valid,03/12/2019,,20/08/2024
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride,LEK PHARMACEUTICALS D.D. Ljubljana SI,R1-CEP 2004-179 - Rev 03,Chemical,Valid,18/12/2019,,18/12/2019
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride,CHONGQING DAXIN PHARMACEUTICAL CO.; LTD. Shuitu Town CN,R0-CEP 2018-197 - Rev 00,Chemical and TSE,Valid,18/03/2020,,19/03/2020
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride,XELLIA PHARMACEUTICALS LTD Budapest HU,R1-CEP 1999-110 - Rev 10,Chemical,Valid,21/02/2023,,21/02/2023
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride; Changhai site (lyophilized process),ZHEJIANG MEDICINE CO.; LTD. Shaoxing CN,R0-CEP 2023-065 - Rev 00,Chemical,Valid,05/04/2023,,31/01/2025
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride; Precipitated,LIVZON GROUP FUZHOU FUXING PHARMACEUTICAL CO.; LTD. Fuzhou CN,CEP 2012-235 - Rev 02,Chemical,Valid,28/10/2024,,28/10/2024
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride; Lyophilized,LIVZON GROUP FUZHOU FUXING PHARMACEUTICAL CO.; LTD. Fuzhou CN,CEP 2020-058 - Rev 03,Chemical,Valid,28/10/2024,,28/10/2024
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride; Precipitated fine powder,LIVZON GROUP FUZHOU FUXING PHARMACEUTICAL CO.; LTD. Fuzhou CN,CEP 2020-119 - Rev 03,Chemical,Valid,29/10/2024,,29/10/2024
In use,1058,Vancomycin hydrochloride,Vancomycini hydrochloridum,Vancomycin hydrochloride; Changhai site (precipitated process),ZHEJIANG MEDICINE CO.; LTD. Shaoxing CN,CEP 2023-067 - Rev 01,Chemical,Valid,03/02/2025,,03/02/2025
In use,1059,Zidovudine,Zidovudinum,Zidovudine,Yuhan Chemical Inc. Ansan-Shi; Kyunggi-Do KR,R0-CEP 2004-035 - Rev 00,Chemical,Expired,14/11/2005,19/11/2010,14/11/2005
In use,1059,Zidovudine,Zidovudinum,Zidovudine,GlaxoSmithKline Research & Development Limited Greenford GB,R1-CEP 2001-321 - Rev 00,Chemical,Withdrawn by Holder,06/03/2008,01/08/2014,16/09/2008
In use,1059,Zidovudine,Zidovudinum,Zidovudine,Medichem; S.A. Celrà ES,R1-CEP 1997-033 - Rev 02,Chemical,Withdrawn by Holder,25/02/2009,13/06/2013,25/02/2009
In use,1059,Zidovudine,Zidovudinum,Zidovudine,MATRIX LABORATORIES (XIAMEN) LTD. Xiamen CN,R0-CEP 2003-276 - Rev 01,Chemical,Withdrawn by EDQM Failure to CEP procedure,28/08/2009,04/01/2010,28/08/2009
In use,1059,Zidovudine,Zidovudinum,Zidovudine,ST PHARM CO.; LTD. Siheung-Si KR,R1-CEP 1998-117 - Rev 03,Chemical,Withdrawn by EDQM Failure to CEP procedure,23/01/2012,11/04/2013,24/01/2012
In use,1059,Zidovudine,Zidovudinum,Zidovudine,CIPLA LIMITED Mumbai IN,R1-CEP 2008-125 - Rev 00,Chemical,Withdrawn by Holder,02/05/2018,26/03/2021,07/02/2020
In use,1059,Zidovudine,Zidovudinum,Zidovudine,ZHEJIANG LANGHUA PHARMACEUTICAL CO.; LTD. Linhai CN,R1-CEP 2012-341 - Rev 00,Chemical,Withdrawn by Holder,18/01/2021,12/07/2024,09/07/2021
In use,1059,Zidovudine,Zidovudinum,Zidovudine,SHANGHAI DESANO CHEMICAL PHARMACEUTICAL CO.; LTD. Laogang Town CN,R0-CEP 2021-015 - Rev 00,Chemical,Valid,13/07/2022,,13/07/2022
In use,1059,Zidovudine,Zidovudinum,Zidovudine,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2005-063 - Rev 05,Chemical,Valid,28/11/2023,,28/11/2023
In use,1059,Zidovudine,Zidovudinum,Zidovudine,HETERO LABS LIMITED Hyderabad IN,CEP 2008-333 - Rev 06,Chemical,Valid,10/04/2024,,10/04/2024
In use,1059,Zidovudine,Zidovudinum,Zidovudine,TIANISH LABORATORIES PRIVATE LIMITED Hyderabad IN,CEP 2007-318 - Rev 06,Chemical,Valid,18/07/2024,,18/07/2024
In use,106,Hyoscine hydrobromide,Hyoscini hydrobromidum / Scopolamini hydrobromidum,Hyoscine hydrobromide,Boehringer Ingelheim Pharma GmbH & Co. KG Ingelheim Am Rhein DE,R1-CEP 2000-064 - Rev 01,Chemical,Withdrawn by Holder,09/09/2008,05/03/2018,09/09/2008
In use,106,Hyoscine hydrobromide,Hyoscini hydrobromidum / Scopolamini hydrobromidum,Hyoscine hydrobromide,PHYTEX AUSTRALIA PTY LTD. Peakhurst AU,R0-CEP 2020-377 - Rev 00,Chemical,Valid,09/05/2023,,09/05/2023
In use,106,Hyoscine hydrobromide,Hyoscini hydrobromidum / Scopolamini hydrobromidum,Hyoscine hydrobromide,ALKALOIDS PRIVATE LIMITED Secunderabad IN,CEP 2019-152 - Rev 01,Chemical,Valid,11/12/2023,,11/12/2023
In use,1060,Zopiclone,Zopiclonum,Zopiclone,"Joint Stock Company ""Grindeks"" Riga LV",R1-CEP 2003-280 - Rev 03,Chemical,Valid,12/04/2019,,16/04/2024
In use,1060,Zopiclone,Zopiclonum,Zopiclone,Farmak A.S. Olomouc CZ,R1-CEP 2006-029 - Rev 03,Chemical,Valid,10/06/2022,,25/03/2024
In use,1060,Zopiclone,Zopiclonum,Zopiclone,CENTAUR PHARMACEUTICALS PRIVATE LIMITED Mumbai IN,CEP 2001-303 - Rev 09,Chemical,Valid,19/10/2023,,19/07/2024
In use,1060,Zopiclone,Zopiclonum,Zopiclone,SANOFI WINTHROP INDUSTRIE Gentilly FR,CEP 1996-016 - Rev 14,Chemical,Valid,06/05/2024,,11/07/2024
In use,1060,Zopiclone,Zopiclonum,Zopiclone,CALYX CHEMICALS AND PHARMACEUTICALS LIMITED Mumbai IN,CEP 2001-203 - Rev 06,Chemical,Valid,30/05/2024,,30/05/2024
In use,1060,Zopiclone,Zopiclonum,Zopiclone,Industriale Chimica S.R.L. Saronno IT,CEP 1997-075 - Rev 05,Chemical,Valid,04/10/2024,,04/10/2024
In use,1061,Lactose,Lactosum,,,,,,,,
In use,1062,Alfentanil hydrochloride hydrate,Alfentanili hydrochloridum hydricum,Alfentanil hydrochloride hydrate,JANSSEN PHARMACEUTICA NV Beerse BE,R1-CEP 1997-086 - Rev 03,Chemical,Valid,23/09/2016,,22/04/2022
