ceapp_id_supplier,ceapp_id_supplier_site,ceapp_supplier_name,ceapp_supplier_site_name
264,570,DSV,DSV Air & Sea Germany GmbH - Site Kelsterbach
184,375,Sun Pharmaceutical,Sun Pharma Medicare Limited
518,1311,China National Pharmaceutical Group,"Sinopharm Zhijun Shenzhen Pharmaceutical Co., Ltd."
367,961,DKSH,DKSH Nordic A/S
1665,2692,TPM Laboratories,"TPM Laboratories, Inc."
2093,3241,MyCellHub,MyCellHub NV
828,1685,Bio Tech Freeze Drying,Bio Tech Freeze Drying Australia
449,1153,Macsen Labs,Macsen Drugs
457,1173,MoNo chem-pharm Produkte,MoNo chem-pharm Produkte GmbH - Site Vienna
269,631,World Courier,World Courier Chile
3,8,ACG,ACG Associated Capsules PvT Ltd - Site Pithampur
273,658,Vasudha Pharma Chem,Vasudha Pharma Chem Ltd. - Unit II
2572,3817,AdhexPharma,AdhexPharma - Site Chenôve
1846,2911,Curida,Curida AS
1807,2867,Caviro Group,Caviro Distillerie S.R.L.
1548,2517,Tianyu,Zhejiang Jingsheng Pharmaceutical Co Ltd
778,1631,Alkem Laboratories,Alkem Laboratories Limited
1895,2975,Pacific Biolabs,Pacific Biolabs Inc
257,523,Brenntag,Brenntag Pacific Inc - Denver
345,907,Church & Dwight,Church & Dwight - Site Green River
497,1264,Qilu Pharmaceutical,"Qilu Antibiotics Pharmaceutical Co., Ltd. - Unit No. 849"
77,193,Dipharma Francis,Dipharma Francis  - Site Mereto di Tomba
632,1475,Akums Lifesciences,Akums Lifesciences Ltd
574,1410,VUAB Pharma,VUAB Pharma AS
121,2878,Movianto,Centre Specialites Pharmaceutiques
2288,3429,SIIT,S.I.I.T SRL
855,1713,Bioxera Pharma,Bioxera Pharma Pvt. Ltd.
2385,3560,Splack,Splack S.A.
526,1324,Stella Kunststofftechnik,Stella Kunststofftechnik GmbH - Site Eltville
639,1484,Danisco,Danisco Sweeteners Oy
381,997,Euroapi,Euroapi Germany Gmbh
2640,3865,Kongo Chemical,Kongo Chemical
1464,2420,Kreative Organics Private,Kreative Organics Private Ltd.
2440,3636,Velab,Velab Co.
1870,2949,Oncotec Pharma Produktion,Oncotec Pharma Produktion GmbH
775,1627,Sequent Scientific Limited,Alivira Animal Health Limited
5,12,Adamed Pharma,Adamed Pharma S.A.
2315,3481,SciTech Specialities,SciTech Specialities Pvt. Ltd.
2270,3449,San-Ei Gen F.F.I.,San-Ei Gen F.F.I. INC
1180,2105,Fujian South Pharmaceutical,Fujian South Pharmaceutical Co. Ltd.
777,1630,Alkaloids Corporation,Alkaloids Private Limited - Site Telangana
1163,2085,Chongqing Carelife Pharmaceutical,"Chongqing Carelife Pharmaceutical Co., Ltd. - Site No. ll"
1282,2216,Hongye Holding Group,Hongye Holding Group Co Ltd.
390,669,Thermo Fisher Scientific,Thermo Fisher Scientific Acros Organics BV
1129,2038,Particle Measuring Systems,Particle Measuring Systems Italy SRL
1669,2863,Abbott Laboratories,"Canlac Group, Abbott Laboratories, Ltd"
2430,3624,Thüringer Pharmaglas,Thüringer Pharmaglas GmbH & Co. KG
2070,3732,Martin Bauer,Martin Bauer GmbH & Co. KG
2485,3678,Haleon,Haleon Alcala
189,1004,Evonik,Evonik Operations GmbH - Site Darmstadt
38,96,Büscherhoff Packaging Solutions,Büscherhoff Packaging Solutions GmbH
152,325,Sanofi,Sanofi Brazil - Site Sâo Paulo
1244,2166,Heaton Healthcare Group,HEATON k.s.
2028,3139,Jonar Transport,Jonar Transport hf.
1153,2073,Prasfarma,Prasfarma S.L.
883,1748,Finzelberg,Finzelberg GmbH & Co. KG
508,1292,Schott,Schott Hungary Kft
2172,3316,Prestige Promotion,Prestige Promotion Verkaufsförderung & Werbeservice GmbH
1709,2752,apis Labor,apis labor GmbH
45,112,Centrient Pharmaceuticals,Centrient Pharmaceuticals India - Site 2
274,661,trans-o-flex,trans-o-flex Express GmbH - Site Freisling
2445,3642,Watson Pharma,Watson Pharma Private Limited
1612,2571,Microchem,Microchem S.R.L.
1508,2470,Hubei Biocause Phamaceutical,"Wuhan Biocause Pharmaceutical Development Co., Ltd."
1033,1921,Union Plastic,Union Plastic Maghreb
1695,2736,Andersen Scientific,"Andersen Scientific, Inc."
431,1126,Laboratorios Reig Jofre,Laboratorio Reig Jofre S.A. - Site Toledo
1000,1877,Shanghai Pharma Group,"Changzhou Kony Pharmaceutical Co, Ltd"
561,1392,ZAS-Archiv,Z.A.S. Zentral Archiv Service GmbH
111,1749,DSM Pharmaceuticals,DSM-Firmenich Swiss
2113,3305,Chemiphar,"Nippon Chemiphar Co, Ltd."
2063,3177,MAG Alcoholes,MAG Alcoholes S.A.
378,988,Essentra Packaging,Essentra Packaging Ireland Limited
1048,1938,Untersuchungsinstitut Heppeler,Untersuchungsinstitut Heppeler GmbH
290,722,Sartorius Stedim,"Sartorius Stedim Biotech (Beijing) Co., Limited"
2426,3618,The ACME Laboratories,The ACME Laboratories Ltd
111,230,DSM Pharmaceuticals,DSM Vitamins Ltd.
1914,3002,Pharmachemicals Handels,Pharmachemicals Handels GmbH
22,65,Berry Global,Berry Superfos Wetteren NV
302,779,Linde,"Linde Gas España, S.A.U."
108,2445,Medichem,Medichem Manufacturing Malta Ltd.
26,2137,Azelis Group,Gillco Ingredients
502,1278,Renata Limited,Renata Limited - Site Dhaka
702,1553,Ernst Boldt,Ernst Boldt GmbH
2550,3789,Farmasoft,Farmasoft LLC - Site Kiev
2623,3853,Logixx Pharma Solutions,Logixx Pharma Solutions
324,2720,Altan Pharmaceuticals,Altan Pharmaceuticals S.A. - Warehouse
542,1359,TUBEX Group,Tubex Matra Kft.
2415,3604,Technoflex,Technoflex SAS
2616,3838,Gansu Haotian Chemical Technology,Gansu Haotian Chemical Technology
354,923,ALSCO Uniforms,ALSCO Italia Srl - Site Pomezia
2116,3319,Nomeco,Nomeco HealthCare Logistics
1218,2149,GUS ERP,GUS ERP GmbH
1907,2993,Pharma D&S,PHARMA D&S GROUP
399,1054,Givaudan,Givaudan Nederland B.V.
585,1423,Yasho Industries,Yasho Industries Limited
269,628,World Courier,World Courier GmbH - Site Ismaning
141,2656,PharmaZell,PharmaZell India Private Limited - Site Chennai
257,519,Brenntag,Brenntag Austria
2494,3700,Octapharma,Octapharma Sweden AB
269,630,World Courier,World Courier Argentina S.A.
555,1386,ZIM Labs,ZIM Laboratories Limited
1137,2053,Plásticos Soriano,Plásticos Soriano SL
239,3875,Axplora,Axplora
377,987,Essentia Protein Solutions,Essentia Protein Solutions - Site Lytton
2556,3794,Aleithe Haftetiketten,Aleithe Haftetiketten GmbH
1198,2125,CSPC Pharmaceutical Group,"Hebei Huarong Pharmaceutical Co., Ltd"
379,992,Esteve,Esteve Química S.A. - Site Celrà
1123,2031,Panaxia Pharmaceutical Industries,Panaxia Pharmaceutical Industries Ltd.
1355,2292,Mudanjiang Hengyuan Pharmaceutical,"Mudanjiang Hengyuan Pharmaceutical Co., Ltd"
313,820,Cambrex,Cambrex Profarmaco Milano S.r.l.
370,967,Dow Chemical,Dow Chemical Co - Site Hahnville
343,903,cargo-partner,cargo-partner GmbH - Mörfelden Walldorf
269,642,World Courier,World Courier Tasimacilik ve Loj. Hiz. Tic.
466,1196,Nouryon Chemicals,Nouryon Chemicals Netherlands - Site Herkenbosch
1029,1915,Ulrich Etiketten,Ulrich Etiketten GmbH
285,699,Sigma Laboratories,Sigma Laboratories Private Limited
1558,2533,Zhejiang Tiantai Pharmaceutical,"Zhejiang Tiantai Pharmaceutical Co., Ltd - Site 1"
2124,3268,Nubilaria,Nubilaria SRL
25,1887,Aurorium Group,Vertellus Specialties Austria GmbH
421,1109,JRS Pharma,JRS Pharma Oy - Site Nastola
137,294,OCB Pharmaceutical,OCB Pharmaceutical S.R.L.
2551,3790,Roche,Roche Diagnostics GmbH
4,843,ACS Dobfar,ACS Dobfar S.p.A. - Site Teramo
1373,2314,Hengkang Group,"Zhejiang Hengkang Pharmaceutical Co., Ltd - Site 11"
1067,1962,Labomed,Labomed Pharmaceutical Company S.A.
2443,3639,Venus Pharma,Venus Pharm GmbH
45,108,Centrient Pharmaceuticals,Centrient Pharmaceuticals Spain S.a.
1313,2248,Hengrui Pharmaceuticals,"Jiangsu Hengrui Pharmaceuticals Co., Ltd."
294,746,Mylan Laboratories,Mylan Laboratories Limited - Unit 9
461,1184,NeutroPlast,NeutroPlast - Site Sobral de Monte Agraço
232,411,Univet Ltd,Univet Ltd
1851,2917,CycloLab,Cyclodextrin Research & Development Laboratory Ltd.
77,194,Dipharma Francis,Dipharma Francis  - Site Baranzate-Milan
1254,2191,Hoffmann Neopac,Hoffmann Neopac AG
489,1243,Hermes Pharma,Hermes Pharma GmbH - Site Wolfsberg
1673,2703,Alland et Robert,Alland & Robert
403,1063,HEC Pharm,HEC Pharm Co. Ltd. - Site II
2431,3626,Hikma Pharmaceuticals,Thymoorgan Pharmazie GmbH
132,290,Nobilus Ent,Nobilus Ent Sp. Z O.O.
942,1812,Miwon Commercial,"Asia Stabilizers Company, Ltd."
1446,2398,Kensing Solutions,Kensing Solutions LLC
1340,2277,Huadong Medicine,"Joyang Laboratories Co., Ltd."
2308,3471,Schachinger Logistik,SCHACHINGER harmalogistik GmbH
2278,3439,SALARS,SALARS S.p.A
149,347,SGS Pharma,SGS North America Inc - Site Fairfield
2538,3774,Sterile-Gene Life Sciences India,Sterile-Gene Life Sciences Pvt Ltd
1584,2607,Syntex,Syntex S.A.
2235,3385,Reagens Group,Reagens S.p.A.
1647,3323,Primera Analytical Solutions Corporation,Primera Analytical Solutions - Site Princeton
1994,3099,Imeco,imeco GmbH & Co. KG
1810,2870,Cdymax India Pharma,Cdymax (India) Pharma Private Limited
1111,2011,Lorenc Logistic,"Lorenc Logistic, s.r.o."
293,738,Novartis,Novartis Pharma AG
182,362,Solvay,Solvay Opérations France
1242,2176,Helsinn Healthcare,Helsinn Birex Pharmaceuticals Ltd.
243,470,1az Pharm,1az Pharm GmbH
149,2671,SGS Pharma,SGS Institut Fresenius GmbH - Site Berlin
962,1834,Avesta Pharma,Avesta Pharma Pvt. Ltd.
722,1573,Everlight Chemical Industrial Corp,Everlight Chemical Industrial Corporation
2618,3840,Inizio Engage,Inizio Engage
1622,2558,Menadiona,"Menadiona, S.L."
1736,2787,BDR Pharmaceuticals Internationals,BDR Pharmaceuticals Internationals Pvt. Ltd.
246,472,A & M Stabtest,A & M Stabtest Gmbh
407,3757,I.F.F. International Flavors & Fragrances,Lucas Meyer Cosmetics SAS - Site Massy
1863,2939,Dexcel Pharma,Dexcel Pharma GmbH
2495,3703,Camfil,Camfil Slovakia
2621,3843,Tender Corporation,Tender
1977,3082,IPS,I.P.S. SRL - International Products & Services
972,1844,Laboratoire Baccinex,Baccinex SA
474,1211,Parker Hannifin,Parker Hannifin Manufacturing Ltd. Bioscience Division - Site Durham
573,1408,Wacker Chemie,Wacker Chemie Germany - Site Nünchritz
2457,3513,Sicor Italy,Sicor SRL - Site Santhià
1168,2093,China Pioneer Pharma Holdings,"Chongqing Pioneer Pharma Co.,Ltd."
771,1622,Alfaomega Pharma Logistics,Farmakapothiki Alfa Omefa SA Logistics
1496,2457,Tianjin Jinjin Pharmaceutical,Tianjin Jinjin Pharmaceutical Co. Ltd.
53,120,Insud Pharma,Maprimed
74,170,Curia Global,Curia Germany
1655,2681,Tisza Textil,Tisza Textil France Packaging
1845,2910,Curapath,Curapath Spain - Site Paterna
1139,2056,PMC Isochem,PMC Isochem - Site Vert-Le-Petit
2159,3267,Phytopharm,Phytopharm Klęka S.A.
1406,3754,Kyowa Kirin International,"Kyowa HakkoBio Co., Ltd."
879,1745,OPKO Health,FineTech Pharmaceutical Ltd.
189,421,Evonik,Evonik Operations GmbH - Site Hanau-Wolfgang PL Analytik
1711,2755,AptarGroup,Aptar Ckyne s.r.o.
399,1051,Givaudan,Givaudan Flavors Corporation
184,854,Sun Pharmaceutical,Alkaloida Chemical Company - Chemistry Plant 2
390,3070,Thermo Fisher Scientific,G&M Procter Ltd
1886,2964,Orient Pharma,Orient Pharma Co.Ltd
52,118,CFL Chemische Fabrik Lehrte,CFL-Chemische Fabrik Lehrte GmbH & Co. KG
2049,3156,LGC Group,LGC GmbH - Site Luckenwalde
690,1541,Embelia,Embelia France
34,88,Bormioli Pharma,Bormioli Pharma S.p.A.  - Site Rivanazzano
979,1851,Bartek Ingredients,Bartek Ingredients Inc
1859,2934,Desiccare,Desiccare Mexico S. de R.L.
2021,3131,Iron Mountain,Iron Mountain España S.A.
1522,2489,Yichang Sanxia Pharmaceutical,Yichang Sanxia Pharmaceutical Co. Ltd.
707,1558,Etiflex Corp,Etiflex A/S
304,788,Kuehne + Nagel,Kühne + Nagel KG - Site Schönefeld
1592,2597,Muflon,Muflon d.o.o.
1829,2883,CONVER Autoadhesivos,CONVER Autoadhesivos S.A.
1550,2521,Jiuzhou Pharma,"Zhejiang Jiuzhou Pharmaceutical Co.,Ltd - Site 1"
1397,2341,Shandong Lukang Pharmaceutical,"Shandong Lukang Shelile Pharmaceutical Co., Ltd."
728,1578,Excella,Excella GmbH & Co. KG
2668,3902,Zhejiang Shenghua Biok Biology,"Zhejiang Shenghua Biok Biology Co., Ltd"
1401,3876,Shandong Tianli Pharmaceutical,Shandong Tianli Pharmaceutical - Shouguang
1911,2997,PharmaMar,Pharma Mar Spain S.A.
2170,3303,Precise Biopharma,Precise Biopharma Pvt. Ltd
732,1582,Expeditors,Expeditors Germany - Site Langenhagen
1879,2960,Orchid Chemicals & Pharmaceuticals,Orchid Pharma Ltd.
849,3283,Nelson Labs,Nelson Laboratories Inc - Site Illinois
189,1003,Evonik,Evonik Corporation - Site Birmingham
1303,2239,Hybio Pharmaceutical,"Hybio Pharmaceutical (Wuhan) Co., Ltd."
1442,2394,Textron,Kautex Textron GmbH & Co. KG
1487,2448,Medifarma,Medifarma S.R.L.
308,801,Daikyo Seiko,"Daikyo Seiko, Ltd - Sano Haneda Plant I"
2326,3566,Srini Pharma,Srini Pharmaceuticals Pvt Ltd
2095,3263,Myonex,Myonex Germany GmbH
1521,2485,Aurisco Pharmaceutical,"Yangzhou Aurisco Pharmaceutical Co., Ltd."
256,3896,Becton Dickinson,Becton Dickinson Hungary Kft.
973,1845,Bajaj HealthCare,Bajaj HealthCare Limited
2434,3630,Transpharma International,Transpharma International Ltd.
398,1042,Gedeon Richter,Gedeon Richter Plc - Site Debrecen
2067,3184,Magris Performance Materials,"Magris Talc USA, Inc."
1566,2542,Zhuhai Rundu Pharma,"Zhuhai Rundu Pharmaceutical Co., Ltd"
1817,2906,CTX Lifesciences,Ctx Life Sciences Pvt. Ltd
1300,2236,Hunan Er-Kang Pharmaceutical,"Hunan Xiang Yi Kang Pharmaceutical Co., Ltd."
684,1535,Elm-plastic,Elm-plastic GmbH
2048,3155,LelyPharma,LelyPharma B.V.
849,1707,Nelson Labs,"BioScience Laboratories, Inc"
406,1067,Hovione,Hovione PharmaScience Ltd - Site Macau
798,1653,Cansativa Group,Cansativa GmbH
1928,3029,Element's,Element Materials Technology Canada
1186,2113,Guangdong Blue Treasure Pharmaceuticals,"Guangdong Blue Treasure Pharmaceuticals Co., Ltd.- Site Zhouxin"
536,1348,The Challenge Printing Company,The Challenge Printing Company - Site Clifton
1658,2685,TOKU-E,TOKU-E US Inc.
184,853,Sun Pharmaceutical,Alkaloida Chemical Company Zrt. - Chemistry Plant I
123,1732,Eurofins,Eurofins Amatsi Analytics SAS - Site Fontenilles
1596,2591,Montage Chemicals,Montage Chemicals Pvt. Ltd
464,1190,NGL Fine Chem Limited,NGL Fine Chem Limited - Unit W/142/C
1573,2901,Tate & Lyle,"CP Kelco U.S., Inc."
2379,3551,Spang & Brands,Spang & Brands GmbH
1523,2490,Yinghai Cangzhou Aroma Chemical,"Yinghai (Cangzhou) Aroma Chemical Company Co.,Ltd"
171,331,Sasol,Sasol Germany GmbH
74,3687,Curia Global,"Curia New York, Inc."
90,191,Kunststoffwerk Kremsmünster,Kunststoffwerk Kremsmünster GmbH
491,1249,Kerry Group,Kerry Bio-Science - Site Rothschild
260,538,CCL Label,CCL Label - Site Batavia
2309,3472,Schaefer Kalk,Schaefer Kalk GmbH & Co. KG
280,683,Sterling,Sterling Chemical Malta Ltd.
1693,2734,Anan Drug & Chem,Anan Drug & Chem Ltd.
1016,1899,Vaikunth Chemicals,Vaikunth Chemicals Pvt Ltd
651,1498,Dr. Wolff Group,Dr. August Wolff GmbH & Co.KG Arzneimittel
635,1478,Albhades,Albhades Provence
881,1744,Fine Chemicals Corporation,Fine Chemicals Corporation (Pty) Ltd
271,646,Zydus Lifesciences,Zydus Lifesciences France
1974,3079,Werners,Hanns G Werner GmbH & Co Kg
1927,3049,Fujimoto Chemicals,"Fujimoto Chemicals Co., Ltd"
2657,3888,SCRATCH Pharmacovigilance,SCRATCH Pharmacovigilance
108,2837,Medichem,Combino Pharm Malta Ltd.
2269,3450,SanaClis,SanaClis US LLC
290,725,Sartorius Stedim,Sartorius Stedim Filters Inc. - Unit 376
474,1210,Parker Hannifin,Parker Hannifin - Site Oxnard
513,3487,Sensient Pharma,Sensient Flavor Ltd
22,68,Berry Global,"Berry Global, Inc - Site Greenville"
123,277,Eurofins,Eurofins Bactimm BV
442,1139,Linhardt GmbH,Linhardt GmbH & Co. KG - Site Hambrücken
58,146,Constantia Flexibles,Constantia San Prospero Srl
2163,3278,Pinales del Caribe,"Piñales del Caribe GAC, S.A."
760,1611,Flexible Packaging Solutions,FPS Turkey Ambalaj Sanayi ve Ticaret A.Ş
1238,2170,Heinrich Klenk,Heinrich Klenk GmbH & Co. KG
854,1712,Agilent,BioVectra Inc
1415,2362,Shenzhen Oriental Pharmaceutical,"Shenzhen Oriental Pharmaceutical Co.,Ltd."
1298,2234,Jiudian Pharmaceutical,"Hunan Jiudian Hongyang Pharmaceutical Co., LTD"
706,1557,Ethiprint,Ethiprint Ltd
1685,2719,ALTAMEDICS,ALTAMEDICS GmbH
763,1614,FRIGO-TRANS,Frigo-Trans GmbH
1127,2035,Parexel,Parexel International France
971,1843,Bábolna Bio,Babolna Bio Zrt
2520,3746,Naari Pharma,Naari Pharma Pvt. Ltd.
1672,2702,ALLCHEM,ALLChem SA
517,1308,Silliker,Silliker France - Site Merville
686,1537,East Midlands Pharma,EM Pharma Limited
1561,2537,Zhejiang Xinmingzhu Pharmaceutical,Zhejiang Xinmingzhu Pharmaceutical Co.Ltd.
1028,1914,Ulkar Kimya,Ulkar Kimya Sanayi Ve Ticaret A.Ş.
1392,2335,Shandong Guangtongbao Pharmaceuticals,Shandong Guangtongbao Pharmaceutical Co. Ltd
22,72,Berry Global,Bprex Healthcare Offranville SAS
975,1847,BAL Pharma,BAL Pharma Limited
1937,3009,Dong-A,"Dong-A St Co.,Ltd."
328,873,Arnold Suhr,Arnold Suhr Netherlands b.v. - Site Hilversum
1264,2187,HHAC Labor Dr. Heusler,HHAC Labor Dr. Heusler GmbH
1703,2746,Antares Vision Group,Antares Vision S.p.A
1344,2281,Kunming Guiyan Pharmaceutical,"Kunming Guiyan Pharmaceutical Co., Ltd."
1059,1951,Triquim,Triquim S.A
123,614,Eurofins,Eurofins Dr. Specht International GmbH
197,449,Gerresheimer,Gerresheimer Wertheim GmbH
512,1301,SCOPE International,SCOPE International AG - Site Barcelona
1924,3045,Fourrts India,Fourrts Laboratories Private Limited
207,440,Gelita,Gelita US
113,239,Minakem,Minakem Dunkerque Production
2249,3410,Rontis,Rontis Hellas S.A.
1483,2442,Medical Intertrade,Medical Intertrade d.o.o.
1329,2265,Jiangxi Sentai Pharmaceutical,"Jiangxi Sentai Pharmaceutical Co., Ltd"
2151,3235,Inabata,Pharmasynthèse S.A.
605,1446,Vochezer Druck,Vochezer Druck GmbH
16,38,Aqvida,Aqvida GmbH - Site Dassow
1964,3025,Laboratoire AJC Pharma,Laboratoire AJC Pharma
614,1455,Adelphi Healthcare Packaging,Adelphi Healthcare Packaging Haywards Heath
1347,2284,Liaoning Liverd Pharma,Liaoning Liverd Pharma Co. Ltd.
456,1169,Mayr-Melnhof Packaging,MM Packaging Sarreguemines S.A.R.L. - Site Sarreguemines
999,1876,Changzhou KangPu Pharmaceutical,"Changzhou KangPu Pharmaceutical Co., Ltd"
1419,2366,Shijiazhuang Xinfuda Medical Packaging,"Shijiazhuang Xinfuda Medical Packaging Co., Ltd."
1501,2462,TSI Group,"TSI Bioproducts Co., Ltd. - Site Xuzhou"
497,2331,Qilu Pharmaceutical,"Shandong Qilu King-Phar Pharmaceutical Co., Ltd"
1416,2363,Shenzhen Salubris Pharmaceuticals,Shenzhen Salubris Pharmaceuticals Co.Ltd
262,3658,DHL,EURODIFARM
317,844,Adare Pharmaceuticals,Adare Pharmaceuticals - Site Philadelphia
804,1659,Bilcare Limited,Caprihans India Limited
185,2649,Tereos,"Tereos TTD, a. s. - Site Chrudim"
1402,2346,Shandong Weigao Group Medical Polymer,"Shandong Wego Prefills Pharmaceutical Packaging Co., Ltd."
162,315,Regis Technologies,"Regis Technologies, Inc."
1511,2474,Wuhan Redsun Chemical,"Wuhan Redsun Chemical Co.,Ltd."
844,1701,BioPharmaSpec,"BioPharmaSpec, Inc"
1745,2799,Cesur Packaging,"Cesur Ambalaj Sanayi ve Ticaret A.Ş.,"
581,1419,Locarchives,Xelians Archivage SAS
1903,2985,Peter Greven Gruppe,Peter Greven Nederland C.V.
2238,3406,Röckert Internationale Spedition,Röckert Internationale Spedition + Logistik GmbH & Co. KG
528,1328,STERIS,STERIS Applied Sterilization Technologies Inc. - Site Whippany
618,1459,Laboratorio AENOR,Aenor Laboratorio
1289,2224,Humanwell Healthcare Group,Hubei Zhuxi Humanwell Pharmaceutical Co. Ltd
1130,2039,PTL,Particle Technology Labs
477,1217,PCAS,PCAS France - Site Limay
296,759,Medreich,Medreich India - Unit 3
368,964,Doppel Farmaceutici,Doppel Farmaceutici S.R.L - Site Cortemaggiore
158,314,Quality Chemicals,Quality Chemicals S.L.
2356,3517,Silgan Dispensing Systems,Silgan Dispensing Systems Hemer GmbH
661,1510,Drop Italy,Drop S.r.l.
1271,2180,Heppe Medical Chitosan,Heppe Medical Chitosan GmbH
588,1429,Watson-Marlow Pumps Group,Watson Marlow Ltd UK - Site Falmouth
2417,3607,TECNO-PLAST,Tecno Plast Industrietechnik GmbH
2304,3464,SPIMACO,Saudi Pharmaceutical Company Ltd
824,1681,Bieffe Medital,Bieffe Medital SpA
2382,3557,Specialty Products USA,Specifar S.A.
397,1041,GBA Group,GBA Pharma GmbH - Site Neuried
261,555,Charles River,"Charles River Laboratory International, Inc"
1133,2047,Piramal Group,Piramal Pharma Solutions - Site Grangemouth
2135,3226,Ofni Systems,Ofni Systems Inc
2241,3421,RUAG Ammotec,RUAG Ammotec GmbH
1122,2030,KLK Oleo,Palm-Oleo Sdn Bhd
1721,2768,Arora Aromatics,Arora Aromatics Private Limited
1382,2323,Shenzhen HEC Industrial Development,Ruyuan HEC Pharm Co. Ltd.
2377,3549,Sovrin Medical Plastics,Sovrin Plastics Ltd
1613,2569,Microbiologics,"Microbiologics, Inc."
1992,3098,IMC-Innovations,IMC-Innovations Inc.
729,1579,Exela Pharma Sciences,Exela Pharma Sciences - Site Lenoir
1960,3071,G. Leclerc Transport,G. Leclerc Transport AG
1625,2554,Meito Sangyo,"Meito Sangyo Co., Ltd."
1601,2584,MITAmbiente,MITAmbiente S.r.l.
1393,3500,Shandong Jincheng Pharmaceutical Chemical,Shandong Jincheng Bio-Pharmaceutical Co. Ltd.
2475,3659,Sudeep Pharma Limited,Sudeep Pharma Private Ltd.
1021,1904,Valtris Specialty Chemicals,"Valtris Specialty Chemicals, Inc."
1929,3028,Elcam Medical,Elcam Medical Italy s.p.a
2575,3821,Plastitec,Plastitec
2076,3203,Maverick Bio,Maverick Biosciences Pty Ltd
1436,2388,The United Laboratories International Holdings,"The United Laboratories (Inner Mongolia) Co., Ltd"
197,443,Gerresheimer,Gerresheimer Essen GmbH
255,512,BASF,BASF Corporation -  Site Kankakee
150,2666,Seqens,SEQENS France - Site Saint Fons
1350,2287,Linhai Huanan Chemical,"Linhai Huanan Chemical Co., Ltd."
7,3289,ALS Global,Neosis SRL
267,598,Olon,Olon S.p.A. - Site Casaletto Lodigiano
1609,2575,mikle-pharm,mikle-pharm GmbH
10,827,Amcor,Amcor Flexibles USA
376,984,EMPAC,EMPAC GmbH
1077,1974,LAIST,Laboratorio de Analises do Instituto Superior Tecnico
1864,2942,DHC Vision,DHC Business Solutions GmbH & Co. KG.
197,453,Gerresheimer,Gerresheimer Glass Inc Morganton
2275,3442,Salix,Salix SRL
1734,2784,BBC Packaging,"BBC Packaging, SL"
2227,3397,Rivopharm,Rivopharm SA
667,1516,Dunav Press,Dunav Press JSC
271,650,Zydus Lifesciences,Zydus Lifesciences Limited - Site Padra
