name,auditID,qualityType,auditDate,auditEnd,Date,Audit Standard,Address,SAM,Available in MI/SI?,Final QCR,Calculation completed,Date of Calculation,Missing Data,Minor - Observations,Major - Observations,Critical - Observations,Observations rating,Avg Rating Quality Documentation,Avg Rating Quality Monitoring,Avg Rat Facilities and Operations,Compliance Score,capaAdequacy,CAPA baseline,actionPlanSent,Initial NEW,Days,CAPA score,Observations DATA available,Rating DATA available,CAPA DATA available,Award,Certificate generated,Request to increase Score
IBACON GmbH,recwzJQBNvMaKR7hH,GLP_LABORATORY,21/01/2025,,21/01/2025,"GLP principles, including OECD Series on Principles of Good Laboratory Practice and Compliance Monitoring","Arheilger Weg 17, 
64380, Rossdorf, 
Germany",Anne Germer,Yes,88.45,TRUE,14/03/2025,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
SGS India Private Limited,recZ8cEwZiwMcaYII,GMP_LABORATORY,21/01/2025,,21/01/2025,Applicable parts of EU GMP (including annexes),"Plot No. A-772, A-773, MIDC, TTC Industrial Area,Koparkhairane, 
400 701, Maharashtra, 
Navi-Mumbai,Maharashtra, 
India",Nicolina Guasch,Yes,88.45,TRUE,14/03/2025,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
"Berry Global, Inc",recvmlTxe3xXHYEJ8,GMP_PACKAGING,22/01/2025,,22/01/2025,"ISO 15378:2017 Primary packaging materials for medicinal products — Particular requirements for the application of ISO 9001:2015, with reference to good manufacturing practice (GMP).","Berry Global Group Inc. - 228 Johnny Mitchell RD, 
NC 27910, Ahoskie, 
United States",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,67,67,67,67.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Pioneer Agro Industries Pvt Ltd,recqBKGEiIErIe54O,GMP_API,22/01/2025,,22/01/2025,EUGMP Part II / ICH Q7,"Plot No. 6, 7, 8, 20 & 24, 
421 503, Badlapur, Maharashtra, 
M.I.D.C. Industrial Area, Post Kulgaon, Thane District, 
India",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,7,4,0,36.5,59,54,60,57.65,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Nolato Cerbo AB,recfW8yGo7jwfoa9i,GMP_PACKAGING,22/01/2025,,22/01/2025,"ISO 15378:2017 Primary packaging materials for medicinal products — Particular requirements for the application of ISO 9001:2015, with reference to good manufacturing practice (GMP).","Verkmästarevägen 1-3, 
461 37, Trollhättan, 
Sweden",Victoria Holmberg,Yes,Missing/wrong Data,FALSE,,TRUE,4,1,0,69.2,67,56,67,63.15,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Imprenta Edicano, S.A.",recr2AeVQXRsJVtHE,GMP_SECONDARY_PACKAGING,22/01/2025,,22/01/2025,"ISO 9001:2015 - Quality management systems, as applicable to the manufacturing of secondary packaging","Via Fernandez de Cordoba, 
2F4J+G37, Panama, 
Corregimiento Pueblo Nuevo, Urbanización Fernández de Córdoba, Calle Via Fernández de Córdoba. Apdo. 0919-06892, 
Panama",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,3,0,0,85.7,67,67,67,67.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Inovapotek,recnf28ywpFoqMize,GMP_LABORATORY,22/01/2025,,22/01/2025,"ISO 9001:2015 - Quality management systems, as applicable to the Laboratory service provider","UPTEC, Science and Technology Park of University of Porto, RUA ALFREDO ALLEN N.º455/461, 
4200 135, Porto, 
Portugal",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,13,3,0,31.5,42,34,1,22.80,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Kaneka Modifiers Deutschland GmbH,recmHqWUjxyJAmMrq,ISO_9001,22/01/2025,,22/01/2025,,"Brühler Str. 2, 
50389, Wesseling, 
Germany",Anne Germer,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
OM Pharma SA,recxWk1uTFxjP8I4T,"GMP_API, GMP_FDF",22/01/2025,,22/01/2025,"EudraLex Vol. 4, with focus on EU GMP Part I and the applicable annexes","22, Rue du Bois-du-Lan, 
1217, Meyrin, 
Switzerland",Nicolina Guasch,Yes,Missing/wrong Data,FALSE,,TRUE,5,1,0,65.8,67,67,60,64.20,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Synerlab Développement,recVREYXqd65vJQmV,"GMP_FDF, GMP_MED_DEV",22/01/2025,23/01/2025,22/01/2025 - 23/01/2025,"EudraLex Vol. 4, with focus on EU GMP Part I and the applicable annexes","1 Rue Charles de Coulomb, 
45077, Orléans, 
France",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,9,4,0,32.9,59,41,51,49.50,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Peter Greven Nederland C.V.,rec6DI6G3ZLDkfzrh,GMP_EXCIPIENTS,23/01/2025,,23/01/2025,"2022 IPEC – PQG Good Manufacturing Practices Guide for pharmaceutical excipients, ISO9001:2015","Edisonstraat 1, 
5928 PG, Venlo, 
Netherlands",Victoria Holmberg,Yes,Missing/wrong Data,FALSE,,TRUE,3,0,0,85.7,59,41,60,53.10,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Substipharm,recBRpqU1NM3WlVdB,GMP_FDF,21/01/2025,,21/01/2025,"EudraLex Vol. 4, with focus on EU GMP Part I and the applicable annexes","24 rue Erlanger, 
75016, Paris, 
France",Gonzalo Regal,Yes,88.45,TRUE,14/03/2025,FALSE,0,0,0,100.0,67,67,,67.00,No CAPA needed,No CAPA needed,,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
DSV AIR & SEA SAU,recCHLCJnR0EmJzo3,GDP_DISTRIBUTION,23/01/2025,,23/01/2025,EC Guidelines of 5 November 2013 on Good Distribution Practice of medicinal products for human use (2013/C 343/01),"Pol. Ind. Molí de la Bastida Sector W, C/ Pagesia s/n, 
8191, Rubí,, 
Spain",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,78,67,70.85,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
KL Pharma,rec3HndFzTRA5vh3i,GVP_COVIGILANCE,23/01/2025,,23/01/2025,EMA Guideline on Good Pharmacovigilance Practices (current version),"Coopérative Essalem Bt 10 App N.B0 7, 
Soudania - Alger, 
Algeria",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,6,2,0,53.1,,,1,1.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Product Safety Labs,rec1fBHuui5jJduuq,GMP_LABORATORY,23/01/2025,,23/01/2025,,"2394 US Highway 130 Dayton, 
Dayton, 
United States",Gonzalo Regal,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Ajinomoto do Brasil Industria e Comércio de Alimentos Ltda.,recR89pGIAEhCysXf,GMP_API,22/01/2025,,22/01/2025,EUGMP Part II / ICH Q7,"Do Brasil Rodovia Anhanguera, KM 131 Bairro Jaguarl, 
13480-970, Limeira, 
Brazil",Gonzalo Regal,Yes,88.45,TRUE,14/03/2025,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Zentiva Pharma GmbH,recdRA8JuTof6LZBZ,GVP_COVIGILANCE,23/01/2025,,23/01/2025,Guideline on Good Pharmacovigilance Practices (GVP),"Brüningstr. 50, 
65926, Frankfurt Am Main, Hessen, 
Frankfurt Am Main, 
Germany",Anne Germer,No,Missing/wrong Data,FALSE,,TRUE,6,0,0,73.5,,,1,1.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Ajinomoto do Brasil Industria e Comércio de Alimentos Ltda.,rec7dhIEDhbfGLH6m,GMP_API,24/01/2025,,24/01/2025,,"Rodovia Dr. Placido Rocha S/N; Km 39 Zona Rural; Valparaiso, 
16880-000, Sao Paolo, 
Brazil",Gonzalo Regal,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
"Tianish Laboratories Private Limited, Unit-8",recIQ5wPsD8P46xax,GMP_API,24/01/2025,,24/01/2025,EUGMP Part II / ICH Q7,"G. Chodavaram Village, 
G. Chodavaram Village, 
India",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,2,2,0,65.2,67,60,60,61.75,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Melinta Therapeutics,recvnL3G0PXZsUhkI,GCP_CLINICAL,27/01/2025,29/01/2025,27/01/2025 - 29/01/2025,,"389 Interpace Parkway, Suite 450 Parsippany, 
7054, New Jersey, 
United States",Ania Jaworska,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
SGS Institut Fresenius GmbH,recCbSas40aU6rgb9,GMP_LABORATORY,27/01/2025,,27/01/2025,ISO/IEC 17025:2017 - General requirements for the competence of testing and calibration laboratories,"Im Maisel 14, 
65232, Taunusstein, 
Germany",Nicolina Guasch,Yes,Missing/wrong Data,FALSE,,TRUE,2,1,0,76.7,67,51,1,35.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Eurofins Pharmaceutical Product Testing Belgium NV,rec60IdYX3J2kDnRE,GMP_LABORATORY,23/01/2025,,23/01/2025,Applicable parts of EU GMP ISO/IEC,"Venecoweg 5, 
9810, Nazareth, 
Belgium",Anne Germer,Yes,88.45,TRUE,14/03/2025,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
"HAMARI PFST, Ltd - Chitose Site",recZX4JIIayxKEJUy,GMP_API,28/01/2025,,28/01/2025,EUGMP Part II / ICH Q7,"1007-81, Izumisawa Chitose, 
066 0051, Hokkaido, 
Japan",Chieh Huang,No,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,67,67,67.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Tereos France,recJYJM1BIow9bsRA,"GMP_API, GMP_EXCIPIENTS, GMP_STARTING_MATERIALS",28/01/2025,,28/01/2025,EUGMP Part II / ICH Q7 (For API grade),"11, rue Pasteur, 
2390, Origny-Sainte-Benoite, 
France",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,4,3,0,50.0,59,67,67,65.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
CTLpack Vichy SAS,recqxQxj2zsd4oypy,GMP_PACKAGING,28/01/2025,,28/01/2025,"ISO 15378:2017 Primary packaging materials for medicinal products — Particular requirements for the application of ISO 9001:2015, with reference to good manufacturing practice (GMP).","8 Route de Saint-Pourçain, 
3110, Charmeil, 
France",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,6,4,0,38.4,26,67,60,53.95,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
V.J. Salomone Pharma Ltd,recLgvug3sR60NA6g,GDP_DISTRIBUTION,23/01/2025,,23/01/2025,EC Guidelines of 5 November 2013 on Good Distribution Practice of medicinal products for human use (2013/C 343/01),"75, Simpson Street, 
1606, Marsa, 
Malta",Omar Taha,Yes,88.45,TRUE,14/03/2025,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Aspla - Plásticos Españoles S.A.,recEHtJjaSSSfmpaT,GMP_SECONDARY_PACKAGING,28/01/2025,,28/01/2025,"ISO 15378:2017 Primary packaging materials for medicinal products — Particular requirements for the application of ISO 9001:2015, with reference to good manufacturing practice (GMP).","C. Pablo Garnica, 20, 
39300, Torrelavega, 
Spain",Gonzalo Regal,No,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,59,67,67,65.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Bell Flavors & Fragrances GmbH,recMzuppFMtbYuDkW,GMP_EXCIPIENTS,28/01/2025,,28/01/2025,2022 IPEC – PQG Good Manufacturing Practices Guide for pharmaceutical excipients,"Schimmelstr.1 D, 
4205, Leipzig, 
Germany",Nicolina Guasch,Yes,Missing/wrong Data,FALSE,,TRUE,1,1,0,80.8,51,67,67,63.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
CENTRO DE INMUNOLOGIA MOLECULAR,recjRhXWNVHIyUyH1,GMP_API,28/01/2025,29/01/2025,28/01/2025 - 29/01/2025,,"ATABEY, PLAYA LA HABANA 11600, CALLE 216 ESQ .15, 
16040, LA HABANA, 
Cuba",Gonzalo Regal,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Chiapparoli Logistica S.p.A.,rec2JTPDtuQvHvyb8,GMP_SECONDARY_PACKAGING,28/01/2025,,28/01/2025,,"Via delle Industrie snc, 
26814, Livraga (LO), 
Italy",Omar Taha,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Ferrer Internacional SA,recauYDh8NFHwSGHk,GMP_FDF,28/01/2025,,28/01/2025,,"Joan Buscallà 1-9, 
8173, Sant Cugat del Vallès, 
Barcelona, 
Spain",Gonzalo Regal,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Nutriswiss AG,recabc3nVboGedgHP,FOOD,28/01/2025,,28/01/2025,FSSC 22000 version 6.0 (Food Safety System Certification):,"Industriering 30, 
CH-3250, Lyss, 
Switzerland",Nicolina Guasch,No,Missing/wrong Data,FALSE,,TRUE,2,2,0,65.2,67,45,60,56.50,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Croda Ibérica S.A.,reclV1pGPkJ5uBZlm,GMP_EXCIPIENTS,29/01/2025,,29/01/2025,2022 IPEC – PQG Good Manufacturing Practices Guide for pharmaceutical excipients,"Ctra. C-35, Km. 72 (Hostalric - Blanes), 
8495, Fogars de la Selva, 
Barcelona, 
Spain",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,7,3,0,42.9,67,47,60,57.20,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Azelis Deutschland GmbH,recWPP3QSFDCsiBF6,GDP_DISTRIBUTION,29/01/2025,,29/01/2025,EC Guidelines of 19 March 2015 on principles of Good Distribution Practice of active substances for medicinal products for human use (2015/C 95/01),"Zum Siegblick 37-45, 
53757, Sankt Augustin, 
Germany",Anne Germer,No,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,67,67,67.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Powdersize, LLC dba Microsize",recrMpXobMwVP2BfY,GMP_API,29/01/2025,,29/01/2025,,"20 Pacific Drive, Quakertown , PA, 18951, USA, 
18951, Quakertown, 
United States",Ania Jaworska,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Veg’Extra ,recmxvlXPBIWzIL6j,COSMETICS,29/01/2025,,29/01/2025,,"Zone Industrielle de Méron - Cidex 50, 
49260, Montreuil Bellay, 
France",Gonzalo Regal,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Clinigen CSM SA,recqXa24PrwsLZU7Q,GDP_DISTRIBUTION,29/01/2025,,29/01/2025,,"Watson & Crick Hill, Rue Granbonpré 11, 
B-1435, Mont-Saint-Guibert, 
Belgium",Victoria Holmberg,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Evonik Operations GmbH,rec2FLgphU8tgWGmh,GMP_EXCIPIENTS,29/01/2025,,29/01/2025,,"Kirschenallee, 
64293, Darmstadt, 
Germany",Anne Germer,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
LAROPHARM SRL,recB06LuFc5qIxw81,GMP_FDF,29/01/2025,,29/01/2025,,"Sos. Alexandriei 145 A, Bragadiru, 
77025, Judetul Ilfov, 
Romania",Ania Jaworska,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Lavipharm  SA,rec7r7tWm8UTew9LI,GMP_FDF,29/01/2025,,29/01/2025,"EudraLex Vol. 4, with focus on EU GMP Part I and the applicable annexes","12 Agias Marinas Street, 
59 190 02, Paiania Attiki, 
Greece",Anne Germer,No,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,67,60,64.20,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
SafriCanna (Pty) Ltd.,recs862y7QrB9F12k,GMP_FDF,29/01/2025,30/01/2025,29/01/2025 - 30/01/2025,,"152 London Lane, 
35, Centurion, 
Knoppieslaagte, 
South Africa",Victoria Holmberg,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Medigraph Pharmaceuticals Pvt. Ltd,recqm6NjEasEbDjz5,GMP_API,30/01/2025,,30/01/2025,,"J-46, 57, M.I.D.C. Taloja , Taluka: Panvel, District: Raigad,, 
410208, Taluka, 
India",Omar Taha,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
SPS Pharma Services,rec888oPkbQEbzjIF,GMP_LABORATORY,30/01/2025,,30/01/2025,Applicable parts of EU GMP (including annexes),"3 rue de Chateaubriand, 
45100, Orleans, 
France",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,1,1,0,80.8,67,67,1,40.60,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
A&M Labor für Analytik und Metabolismusforschung Service GmbH,recRefY4kuTsSXxWf,GLP_LABORATORY,30/01/2025,,30/01/2025,"GLP principles, including the OECD Series on Principles of Good Laboratory Practice and Compliance Monitoring, Reflection Paper EMA/INS/GCP/532137/2010","Kopernikusstr. 25, 
50126, Bergheim, 
Germany",Nicolina Guasch,Yes,88.45,TRUE,14/03/2025,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
ACS Dobfar S.p.A.,recNBEAkesNyrMfgp,STERILE_FDF,30/01/2025,,30/01/2025,,"S. Nicolo A Tordino, Teramo, 
64100, Teramo, 
Italy",Omar Taha,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
Micronisierungs-Kontor-Oberrot GmbH,recquqbRdkVopF8W7,GMP_API,30/01/2025,,30/01/2025,EUGMP Part II / ICH Q7,"Industriestraße 17, 
74420, Oberrot, 
Germany",Anne Germer,Yes,88.45,TRUE,14/03/2025,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Arene Lifesciences Limited,rectcKnD1wr6NEfy7,GMP_API,04/02/2025,,04/02/2025,EUGMP Part II / ICH Q7,"48-50 Pashamylaram Industrial Estate (IDA-II, behind Hyderabad Chemicals, Hyderabad), 
502307, Telangana, 
India",Victoria Holmberg,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,67,67,67.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
BioMerieux Inc.,reccwyJbPblhkRgtP,ISO_9001,04/02/2025,,04/02/2025,"ISO 9001:2015 - Quality management systems, as applicable to the manufacturing of VITEK 2 cards","595 Anglum Rd, 
63042, Hazelwood, MO, 
United States",Gonzalo Regal,Yes,88.45,TRUE,14/03/2025,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Avesta Pharma Pvt. Ltd.,rectw47b2li7Aq8cK,GMP_API,04/02/2025,,04/02/2025,EUGMP Part II /ICH Q7,"Plot No 2, Gut No. 189/1, 189/2, 191/2, 191/6, 194, 165/3, 166, 167, 168 & 169 Alonde (Post), 
421303, Vikramgad (Taluka), Palghar, 
Maharashtra, 
India",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,67,67,60,64.20,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Carolina Absorbent Cotton Co.,",rec5VcA94j8fAayXn,GMP_PACKAGING,04/02/2025,,04/02/2025,,"1100 Hawthorne Lane, 
28205, Charlotte, NC, 
United States",Anne Germer,No,Missing/wrong Data,FALSE,,TRUE,Check,Check,Check,Observation data missing,Check,Check,Check,#VALUE!,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,FALSE,FALSE,FALSE,Not calculated,FALSE,FALSE
ACS Dobfar S.P.A.,rec6Xv5fNw38XIiEK,GMP_API,04/02/2025,,04/02/2025,EUGMP Part II / ICH Q7,"Via Marzabotto 1,7/9, 
20871, Vimercate, 
Monza Brianza, 
Italy",Omar Taha,No,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,67,67,67,67.00,Not provided,Missing adequacy,,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
